Start	 End 	 Ontology	   Term				 ArtclTerm
266      273     GO:0005488        binding                       "binding"
396      424     GO:1990402        embryonic liver development   "embryonic liver development."
631      644     GO:0006351        transcription, DNA-templated          "transcription"
1499     1512    GO:0006351        transcription, DNA-templated          "transcription"
1538     1547    GO:0009058        biosynthetic process          "synthesis"
1552     1564    GO:0031099        regeneration                  "regeneration"
2188     2197    GO:0003675        obsolete protein              "proteins,"
2230     2241    GO:0042592        homeostatic process           "homeostasis"
2246     2260    GO:0098754        detoxification                "detoxification"
2285     2289    GO:0005488        binding                       "bind"
2643     2647    GO:0019013        viral nucleocapsid            "core"
3346     3353    GO:0003675        obsolete protein              "protein"
3361     3395    GO:0005172        vascular endothelial growth factor receptor binding   "vascular endothelial growth factor"
3455     3466    GO:0032502        developmental process         "development"
3528     3542    GO:0009793        embryo development ending in seed dormancy    "embryogenesis:"
3528     3542    GO:0009792        embryo development ending in birth or egg hatching    "embryogenesis:"
3528     3542    GO:0009790        embryo development            "embryogenesis:"
3647     3655    GO:0001906        cell killing                  "necrosis"
3647     3655    GO:0019835        cytolysis                     "necrosis"
3647     3655    GO:0008220        obsolete necrosis             "necrosis"
3647     3655    GO:0070265        necrotic cell death           "necrosis"
3647     3655    GO:0008219        cell death                    "necrosis"
5098     5120    GO:0005373        obsolete heavy metal ion porter activity      "metal ion transporter."
5195     5217    GO:0006749        glutathione metabolic process         "glutathione metabolism"
5967     5971    GO:0043863        4-hydroxy-2-ketopimelate aldolase activity    "HpaI"
5998     6003    GO:0005623        cell                          "cells"
1559     1574    GO:0010467        gene expression               "Gene expression"
1844     1853    GO:0009058        biosynthetic process          "Synthesis"
1904     1917    GO:0006351        transcription, DNA-templated          "transcription"
2843     2849    GO:0023052        signaling                     "signal"
3028     3032    GO:0019013        viral nucleocapsid            "core"
3629     3636    GO:0004422        hypoxanthine phosphoribosyltransferase activity       "(Hprt):"
3975     3982    GO:0004239        obsolete methionyl aminopeptidase activity    "mapping"
4286     4290    GO:0004422        hypoxanthine phosphoribosyltransferase activity       "Hprt"
4527     4534    GO:0003675        obsolete protein              "Protein"
4586     4593    GO:0003675        obsolete protein              "Protein"
4796     4803    GO:0005488        binding                       "binding"
5038     5045    GO:0005488        binding                       "binding"
0        4       GO:0005623        cell                          "Cell"
152      157     GO:0004617        phosphoglycerate dehydrogenase activity       "serum"
271      276     GO:0005623        cell                          "cells"
514      518     GO:0005623        cell                          "Cell"
586      590     GO:0005623        cell                          "cell"
766      771     GO:0005623        cell                          "cells"
1045     1050    GO:0005623        cell                          "cells"
1142     1147    GO:0005623        cell                          "cells"
1293     1297    GO:0005623        cell                          "cell"
1521     1526    GO:0005623        cell                          "cells"
1670     1691    GO:0006750        glutathione biosynthetic process      "glutathione synthesis"
1705     1710    GO:0005623        cell                          "cells"
1922     1940    GO:0008283        cell proliferation            "Cell Proliferation"
2859     2870    GO:0006412        translation                   "translation"
2897     2904    GO:0003675        obsolete protein              "protein"
3398     3402    GO:0031672        A band                        "band"
3434     3440    GO:0023052        signaling                     "signal"
3568     3575    GO:0003675        obsolete protein              "protein"
3616     3635    GO:0032993        protein-DNA complex           "protein-DNA complex"
3740     3747    GO:0003675        obsolete protein              "protein"
4452     4459    GO:0023052        signaling                     "signals"
4836     4851    GO:0010467        gene expression               "gene expression"
5298     5302    GO:0019013        viral nucleocapsid            "core"
