Start	 End 	 Ontology	   Term				 ArtclTerm
246      258     GO:0009405        pathogenesis                  "pathogenesis"
374      380     GO:0005623        cell                          "cells."
501      509     GO:0033867        Fas-activated serine/threonine kinase activity        "fasting."
906      926     GO:0019395        fatty acid oxidation          "fatty acid oxidation"
931      943     GO:0009405        pathogenesis                  "pathogenesis"
972      993     GO:0019395        fatty acid oxidation          "fatty acid oxidation."
1106     1117    GO:0008152        metabolic process             "metabolism."
1133     1153    GO:0019395        fatty acid oxidation          "fatty acid oxidation"
1269     1276    GO:0033867        Fas-activated serine/threonine kinase activity        "fasting"
1286     1295    GO:0008152        metabolic process             "Metabolic"
1286     1295    GO:0007552        metamorphosis                 "Metabolic"
2181     2188    GO:0033867        Fas-activated serine/threonine kinase activity        "fasting"
2201     2221    GO:0019395        fatty acid oxidation          "Fatty acid oxidation"
2232     2244    GO:0005739        mitochondrion                 "mitochondria"
2472     2479    GO:0003675        obsolete protein              "protein"
2641     2649    GO:0005634        nucleus                       "nucleus,"
2668     2676    GO:0005829        cytosol                       "cytosol,"
2703     2723    GO:0005759        mitochondrial matrix          "mitochondrial matrix"
2747     2768    GO:0005759        mitochondrial matrix          "mitochondrial matrix,"
2852     2865    GO:0070991        medium-chain-acyl-CoA dehydrogenase activity          "MCAD activity"
2892     2913    GO:0019395        fatty acid oxidation          "fatty acid oxidation."
3350     3358    GO:0033867        Fas-activated serine/threonine kinase activity        "fasting."
3648     3660    GO:0009405        pathogenesis                  "pathogenesis"
3682     3691    GO:0008152        metabolic process             "metabolic"
3682     3691    GO:0007552        metamorphosis                 "metabolic"
3880     3892    GO:0009405        pathogenesis                  "pathogenesis"
4122     4127    GO:0005623        cell                          "cells"
4516     4521    GO:0005623        cell                          "cells"
4764     4775    GO:0006412        translation                   "Translation"
4961     4972    GO:0006412        translation                   "translation"
5601     5606    GO:0005623        cell                          "cells"
5864     5868    GO:0005623        cell                          "cell"
5914     5918    GO:0005623        cell                          "cell"
3        7       GO:0005623        cell                          "cell"
211      215     GO:0031672        A band                        "band"
253      257     GO:0031672        A band                        "band"
356      360     GO:0005623        cell                          "cell"
1999     2006    GO:0045292        mRNA cis splicing, via spliceosome    "spliced"
2342     2349    GO:0045292        mRNA cis splicing, via spliceosome    "spliced"
3295     3302    GO:0003675        obsolete protein              "protein"
3453     3461    GO:0003823        antigen binding               "antibody"
3453     3461    GO:0019815        B cell receptor complex       "antibody"
3453     3461    GO:0042571        immunoglobulin complex, circulating   "antibody"
3475     3484    GO:0003823        antigen binding               "antibody."
3475     3484    GO:0019815        B cell receptor complex       "antibody."
3475     3484    GO:0042571        immunoglobulin complex, circulating   "antibody."
3532     3540    GO:0003675        obsolete protein              "protein."
3546     3553    GO:0003675        obsolete protein              "protein"
3691     3699    GO:0003823        antigen binding               "antibody"
3691     3699    GO:0019815        B cell receptor complex       "antibody"
