Start	 End 	 Ontology	   Term				 ArtclTerm
15       22      GO:0003675        obsolete protein              "protein"
486      494     GO:0003675        obsolete protein              "proteins"
875      887     GO:0043473        pigmentation                  "pigmentation"
971      980     GO:0016020        membrane                      "membranes"
1002     1007    GO:0005623        cell                          "cells"
1027     1032    GO:0005623        cell                          "cells"
1063     1069    GO:0097612        dinoflagellate sulcus         "sulcus"
1079     1085    GO:0005623        cell                          "cells."
1374     1380    GO:0005623        cell                          "cells."
1516     1521    GO:0005623        cell                          "cells"
1562     1569    GO:0003675        obsolete protein              "protein"
1665     1674    GO:0046903        secretion                     "secretion"
1773     1785    GO:0005921        gap junction                  "gap junction"
1886     1893    GO:0003675        obsolete protein              "protein"
2213     2220    GO:0003675        obsolete protein              "protein"
2433     2440    GO:0003006        developmental process involved in reproduction        "puberty"
2562     2578    GO:0015705        iodide transport              "iodide transport"
2597     2605    GO:0016020        membrane                      "membrane"
2810     2819    GO:0015297        antiporter activity           "exchanger"
2829     2838    GO:0006810        transport                     "transport"
3424     3431    GO:0003675        obsolete protein              "protein"
3751     3759    GO:0003675        obsolete protein              "proteins"
3805     3812    GO:0007605        sensory perception of sound   "hearing"
3995     4003    GO:0003823        antigen binding               "antibody"
3995     4003    GO:0019815        B cell receptor complex       "antibody"
3995     4003    GO:0042571        immunoglobulin complex, circulating   "antibody"
4016     4027    GO:0032502        developmental process         "development"
4769     4781    GO:0043473        pigmentation                  "pigmentation"
4897     4905    GO:0003675        obsolete protein              "proteins"
4971     4980    GO:0006810        transport                     "transport"
5062     5071    GO:0046903        secretion                     "secretion"
5879     5889    GO:0003823        antigen binding               "antibodies"
5879     5889    GO:0019815        B cell receptor complex       "antibodies"
5879     5889    GO:0042571        immunoglobulin complex, circulating   "antibodies"
6354     6364    GO:0003823        antigen binding               "antibodies"
6354     6364    GO:0019815        B cell receptor complex       "antibodies"
6354     6364    GO:0042571        immunoglobulin complex, circulating   "antibodies"
6534     6549    GO:0005884        actin filament                "Actin filaments"
339      352     GO:0043473        pigmentation                  "pigmentation."
1065     1074    GO:0007586        digestion                     "digestion"
2661     2667    GO:0040007        growth                        "growth"
3700     3707    GO:0023052        signaling                     "signals"
5166     5171    GO:0005623        cell                          "cells"
5262     5268    GO:0097612        dinoflagellate sulcus         "sulcus"
5311     5318    GO:0003675        obsolete protein              "protein"
5467     5475    GO:0003823        antigen binding               "antibody"
5467     5475    GO:0019815        B cell receptor complex       "antibody"
5467     5475    GO:0042571        immunoglobulin complex, circulating   "antibody"
5518     5526    GO:0003823        antigen binding               "antibody"
