Start	 End 	 Ontology	   Term				 ArtclTerm
25       31      GO:0040007        growth                        "growth"
108      114     GO:0040007        growth                        "growth"
196      203     GO:0040007        growth                        "growth,"
274      285     GO:0005694        chromosome                    "chromosomes"
826      832     GO:0040007        growth                        "growth"
1164     1170    GO:0040007        growth                        "growth"
1580     1586    GO:0040007        growth                        "growth"
1887     1893    GO:0040007        growth                        "growth"
2111     2117    GO:0040007        growth                        "growth"
3539     3545    GO:0040007        growth                        "growth"
4075     4081    GO:0004239        obsolete methionyl aminopeptidase activity    "mapped"
4414     4423    GO:0008152        metabolic process             "metabolic"
4414     4423    GO:0007552        metamorphosis                 "metabolic"
4595     4609    GO:0005131        growth hormone receptor binding       "growth hormone"
4741     4759    GO:0007165        signal transduction           "signaling pathway."
4949     4955    GO:0040007        growth                        "growth"
5848     5866    GO:0098687        chromosomal region            "chromosomal region"
92       102     GO:0023052        signaling                     "signaling,"
222      233     GO:0032502        developmental process         "development"
1270     1276    GO:0040007        growth                        "growth"
1614     1633    GO:0098687        chromosomal region            "chromosomal regions"
2645     2651    GO:0040007        growth                        "growth"
2897     2903    GO:0040007        growth                        "growth"
3890     3896    GO:0040007        growth                        "growth"
5724     5730    GO:0040007        growth                        "growth"
1391     1397    GO:0040007        growth                        "growth"
1986     1992    GO:0040007        growth                        "growth"
3960     3967    GO:0003675        obsolete protein              "protein"
4282     4288    GO:0040007        growth                        "growth"
669      675     GO:0040007        growth                        "growth"
1686     1696    GO:0023052        signaling                     "signaling,"
2893     2900    GO:0003675        obsolete protein              "protein"
3021     3028    GO:0003675        obsolete protein              "protein"
3201     3208    GO:0003675        obsolete protein              "protein"
3469     3475    GO:0040007        growth                        "growth"
3555     3566    GO:0032502        developmental process         "development"
4685     4691    GO:0040007        growth                        "growth"
5654     5660    GO:0040007        growth                        "growth"
5935     5942    GO:0004239        obsolete methionyl aminopeptidase activity    "mapping"
6134     6140    GO:0040007        growth                        "growth"
6443     6449    GO:0040007        growth                        "growth"
6530     6540    GO:0005694        chromosome                    "chromosome"
6720     6726    GO:0040007        growth                        "growth"
7022     7028    GO:0040007        growth                        "growth"
185      199     GO:0019915        lipid storage                 "lipid storage,"
750      756     GO:0040007        growth                        "growth"
1292     1312    GO:0040008        regulation of growth          "regulation of growth"
2668     2675    GO:0016088        obsolete insulin              "insulin"
3220     3252    GO:0035556        intracellular signal transduction     "intracellular signaling pathway,"
3299     3305    GO:0040007        growth                        "growth"
3468     3477    GO:0046903        secretion                     "secretion"
3493     3508    GO:0010467        gene expression               "gene expression"
3778     3785    GO:0003675        obsolete protein              "protein"
3834     3849    GO:0006351        transcription, DNA-templated          "transcriptional"
4059     4074    GO:0010467        gene expression               "gene expression"
4322     4329    GO:0040007        growth                        "growth,"
4635     4652    GO:0030073        insulin secretion             "insulin secretion"
4657     4676    GO:0042593        glucose homeostasis           "glucose homeostasis"
5051     5058    GO:0004239        obsolete methionyl aminopeptidase activity    "mapping"
