Start	 End 	 Ontology	   Term				 ArtclTerm
50       59      GO:0051235        maintenance of location       "retention"
87       98      GO:0060384        innervation                   "innervation"
235      244     GO:0097194        execution phase of apoptosis          "apoptosis"
235      244     GO:0006915        apoptotic process             "apoptosis"
271      282     GO:0032502        developmental process         "development"
318      330     GO:0005163        nerve growth factor receptor binding          "neurotrophin"
318      330     GO:0005165        neurotrophin receptor binding         "neurotrophin"
387      399     GO:0032502        developmental process         "development."
464      475     GO:0060384        innervation                   "innervation"
503      517     GO:0005163        nerve growth factor receptor binding          "neurotrophins."
503      517     GO:0005165        neurotrophin receptor binding         "neurotrophins."
699      711     GO:0005163        nerve growth factor receptor binding          "neurotrophin"
699      711     GO:0005165        neurotrophin receptor binding         "neurotrophin"
757      768     GO:0060384        innervation                   "innervation"
1535     1548    GO:0005163        nerve growth factor receptor binding          "neurotrophins"
1535     1548    GO:0005165        neurotrophin receptor binding         "neurotrophins"
1766     1782    GO:0043583        ear development               "ear development,"
1824     1836    GO:0060384        innervation                   "innervation,"
1850     1861    GO:0060384        innervation                   "innervation"
1922     1954    GO:0060119        inner ear receptor cell development   "inner ear hair cell development."
2264     2273    GO:0097194        execution phase of apoptosis          "apoptosis"
2264     2273    GO:0006915        apoptotic process             "apoptosis"
2417     2422    GO:0005623        cell                          "cells"
2779     2790    GO:0060384        innervation                   "innervation"
2826     2837    GO:0032502        developmental process         "development"
2925     2937    GO:0005163        nerve growth factor receptor binding          "neurotrophin"
2925     2937    GO:0005165        neurotrophin receptor binding         "neurotrophin"
2958     2963    GO:0005623        cell                          "cells"
3009     3020    GO:0032502        developmental process         "development"
3069     3081    GO:0005163        nerve growth factor receptor binding          "neurotrophin"
3069     3081    GO:0005165        neurotrophin receptor binding         "neurotrophin"
3134     3146    GO:0005163        nerve growth factor receptor binding          "neurotrophin"
3134     3146    GO:0005165        neurotrophin receptor binding         "neurotrophin"
3324     3336    GO:0005163        nerve growth factor receptor binding          "neurotrophin"
3324     3336    GO:0005165        neurotrophin receptor binding         "neurotrophin"
3821     3834    GO:0005163        nerve growth factor receptor binding          "neurotrophins"
3821     3834    GO:0005165        neurotrophin receptor binding         "neurotrophins"
3979     3990    GO:0060384        innervation                   "innervation"
4170     4182    GO:0005163        nerve growth factor receptor binding          "neurotrophin"
4170     4182    GO:0005165        neurotrophin receptor binding         "neurotrophin"
4399     4408    GO:0051235        maintenance of location       "retention"
4528     4537    GO:0051235        maintenance of location       "retention"
4581     4606    GO:0035315        hair cell differentiation     "hair cell differentiation"
4747     4756    GO:0051235        maintenance of location       "retention"
4811     4824    GO:0005163        nerve growth factor receptor binding          "neurotrophins"
4811     4824    GO:0005165        neurotrophin receptor binding         "neurotrophins"
4993     5005    GO:0060384        innervation                   "innervation,"
5146     5157    GO:0060384        innervation                   "innervation"
5204     5215    GO:0060384        innervation                   "innervation"
5392     5401    GO:0009058        biosynthetic process          "formation"
5578     5591    GO:0005163        nerve growth factor receptor binding          "neurotrophins"
5578     5591    GO:0005165        neurotrophin receptor binding         "neurotrophins"
5642     5653    GO:0043005        neuron projection             "nerve fiber"
50       59      GO:0051235        maintenance of location       "retention"
87       98      GO:0060384        innervation                   "innervation"
235      244     GO:0097194        execution phase of apoptosis          "apoptosis"
235      244     GO:0006915        apoptotic process             "apoptosis"
271      282     GO:0032502        developmental process         "development"
318      330     GO:0005163        nerve growth factor receptor binding          "neurotrophin"
318      330     GO:0005165        neurotrophin receptor binding         "neurotrophin"
387      399     GO:0032502        developmental process         "development."
464      475     GO:0060384        innervation                   "innervation"
503      517     GO:0005163        nerve growth factor receptor binding          "neurotrophins."
503      517     GO:0005165        neurotrophin receptor binding         "neurotrophins."
