Start	 End 	 Ontology	   Term				 ArtclTerm
57       70      GO:0001739        sex chromatin                 "Sex Chromatin"
91       103     GO:0007140        male meiosis                  "Male Meiosis"
113      126     GO:0048229        gametophyte development       "Gametogenesis"
113      126     GO:0007276        gamete generation             "Gametogenesis"
198      218     GO:0030154        cell differentiation          "cell differentiation"
280      295     GO:0000803        sex chromosome                "sex chromosomes"
393      400     GO:0051321        meiotic cell cycle            "meiotic"
393      400     GO:0007126        meiotic nuclear division      "meiotic"
401      410     GO:0051324        prophase                      "prophase."
425      434     GO:0009058        biosynthetic process          "formation"
440      463     GO:1990343        heterochromatin domain        "heterochromatin domain,"
468      476     GO:0001741        XY body                       "XY body."
481      488     GO:0001741        XY body                       "XY body"
508      517     GO:0051324        prophase                      "prophase,"
534      547     GO:0001739        sex chromatin                 "sex chromatin"
593      601     GO:0051321        meiotic cell cycle            "meiosis."
593      601     GO:0007126        meiotic nuclear division      "meiosis."
664      671     GO:0003675        obsolete protein              "protein"
790      797     GO:0001741        XY body                       "XY body"
805      814     GO:0000239        pachytene                     "pachytene"
824      831     GO:0051321        meiotic cell cycle            "meiotic"
824      831     GO:0007126        meiotic nuclear division      "meiotic"
832      840     GO:0051324        prophase                      "prophase"
861      874     GO:0007140        male meiosis                  "male meiosis."
893      900     GO:0051321        meiotic cell cycle            "meiotic"
893      900     GO:0007126        meiotic nuclear division      "meiotic"
975      982     GO:0001741        XY body                       "XY body"
1000     1009    GO:0000785        chromatin                     "chromatin"
1055     1064    GO:0097194        execution phase of apoptosis          "apoptosis"
1055     1064    GO:0006915        apoptotic process             "apoptosis"
1104     1109    GO:0005623        cell                          "cells"
1164     1169    GO:0005623        cell                          "cells"
1184     1197    GO:0001739        sex chromatin                 "sex chromatin"
1246     1261    GO:0000792        heterochromatin               "heterochromatin"
1262     1269    GO:0003675        obsolete protein              "protein"
1367     1379    GO:0051179        localization                  "localization"
1396     1403    GO:0001741        XY body                       "XY body"
1412     1425    GO:0001739        sex chromatin                 "sex chromatin"
1504     1517    GO:0001739        sex chromatin                 "sex chromatin"
1637     1644    GO:0051321        meiotic cell cycle            "meiotic"
1637     1644    GO:0007126        meiotic nuclear division      "meiotic"
1649     1672    GO:0009048        dosage compensation by inactivation of X chromosome   "chromosome inactivation"
1688     1701    GO:0001739        sex chromatin                 "sex chromatin"
1840     1847    GO:0051321        meiotic cell cycle            "meiosis"
1840     1847    GO:0007126        meiotic nuclear division      "meiosis"
1855     1869    GO:0001739        sex chromatin                 "sex chromatin."
1981     1992    GO:0032502        developmental process         "development"
2272     2279    GO:0051321        meiotic cell cycle            "meiotic"
2272     2279    GO:0007126        meiotic nuclear division      "meiotic"
2294     2316    GO:0007281        germ cell development         "germ cell development."
2385     2398    GO:0000806        Y chromosome                  "Y chromosomes"
2439     2447    GO:0001741        XY body                       "XY body."
2467     2474    GO:0003675        obsolete protein              "protein"
2523     2530    GO:0001741        XY body                       "XY body"
2538     2546    GO:0051321        meiotic cell cycle            "meiosis,"
2538     2546    GO:0007126        meiotic nuclear division      "meiosis,"
2603     2610    GO:0001741        XY body                       "XY body"
2660     2668    GO:0003675        obsolete protein              "proteins"
2731     2740    GO:0000239        pachytene                     "pachytene"
2745     2754    GO:0000240        diplotene                     "diplotene"
2765     2773    GO:0051321        meiotic cell cycle            "meiosis,"
2765     2773    GO:0007126        meiotic nuclear division      "meiosis,"
2798     2811    GO:0001739        sex chromatin                 "sex chromatin"
2828     2833    GO:0005623        cell                          "cells"
2994     3004    GO:0065007        biological regulation         "regulation"
3008     3021    GO:0001739        sex chromatin                 "sex chromatin"
3164     3184    GO:0019953        sexual reproduction           "sexual reproduction."
3287     3306    GO:0019953        sexual reproduction           "sexual reproduction"
3469     3486    GO:0007338        single fertilization          "zygote formation."
3469     3486    GO:0000755        cytogamy                      "zygote formation."
3645     3652    GO:0051321        meiotic cell cycle            "meiosis"
3645     3652    GO:0007126        meiotic nuclear division      "meiosis"
3695     3708    GO:0009793        embryo development ending in seed dormancy    "embryogenesis"
3695     3708    GO:0009792        embryo development ending in birth or egg hatching    "embryogenesis"
3695     3708    GO:0009790        embryo development            "embryogenesis"
3811     3818    GO:0051321        meiotic cell cycle            "meiosis"
3811     3818    GO:0007126        meiotic nuclear division      "meiosis"
3902     3909    GO:0051321        meiotic cell cycle            "meiosis"
3902     3909    GO:0007126        meiotic nuclear division      "meiosis"
3942     3961    GO:0007128        meiotic prophase I            "meiotic prophase I."
3968     3976    GO:0003006        developmental process involved in reproduction        "puberty,"
4015     4025    GO:0030728        ovulation                     "ovulation,"
4047     4056    GO:0051323        metaphase                     "metaphase"
4078     4085    GO:0051321        meiotic cell cycle            "meiosis"
4078     4085    GO:0007126        meiotic nuclear division      "meiosis"
4092     4105    GO:0009566        fertilization                 "fertilization"
4131     4143    GO:0007140        male meiosis                  "male meiosis"
4235     4242    GO:0051321        meiotic cell cycle            "meiosis"
4235     4242    GO:0007126        meiotic nuclear division      "meiosis"
4325     4337    GO:0007140        male meiosis                  "male meiosis"
4384     4391    GO:0051321        meiotic cell cycle            "meiotic"
4384     4391    GO:0007126        meiotic nuclear division      "meiotic"
4429     4439    GO:0005694        chromosome                    "chromosome"
4448     4459    GO:0007129        synapsis                      "(synapsis),"
4448     4459    GO:0045202        synapse                       "(synapsis),"
4562     4569    GO:0051321        meiotic cell cycle            "meiosis"
4562     4569    GO:0007126        meiotic nuclear division      "meiosis"
4747     4754    GO:0051321        meiotic cell cycle            "meiotic"
4747     4754    GO:0007126        meiotic nuclear division      "meiotic"
4855     4862    GO:0051321        meiotic cell cycle            "meiotic"
4855     4862    GO:0007126        meiotic nuclear division      "meiotic"
4863     4873    GO:0065007        biological regulation         "regulatory"
5001     5017    GO:0000803        sex chromosome                "sex chromosomes,"
5216     5241    GO:0009048        dosage compensation by inactivation of X chromosome   "X chromosome inactivation"
5330     5353    GO:0007128        meiotic prophase I            "meiosis. In prophase I,"
5374     5385    GO:0005694        chromosome                    "chromosomes"
5386     5393    GO:0007129        synapsis                      "synapse"
5386     5393    GO:0045202        synapse                       "synapse"
5437     5449    GO:0000806        Y chromosome                  "Y chromosome"
5547     5557    GO:0005694        chromosome                    "chromosome"
5619     5637    GO:0098687        chromosomal region            "chromosome regions"
5672     5681    GO:0000785        chromatin                     "chromatin"
5700     5707    GO:0001741        XY body                       "XY body"
5741     5748    GO:0001741        XY body                       "XY body"
5817     5829    GO:0007140        male meiosis                  "male meiotic"
5856     5864    GO:0003675        obsolete protein              "proteins"
5897     5905    GO:0001741        XY body                       "XY body,"
6059     6067    GO:0001741        XY body                       "XY body,"
6072     6087    GO:0000803        sex chromosome                "sex chromosomes"
6139     6146    GO:0051321        meiotic cell cycle            "meiotic"
6139     6146    GO:0007126        meiotic nuclear division      "meiotic"
6151     6174    GO:0009048        dosage compensation by inactivation of X chromosome   "chromosome inactivation"
6187     6194    GO:0001741        XY body                       "XY body"
6291     6305    GO:0007286        spermatid development         "spermiogenesis"
67       76      GO:0000785        chromatin                     "chromatin"
97       110     GO:0001739        sex chromatin                 "sex chromatin"
137      150     GO:0001739        sex chromatin                 "sex chromatin"
281      305     GO:0032502        developmental process         "developmental processes,"
334      345     GO:0032502        developmental process         "development"
1606     1610    GO:0004239        obsolete methionyl aminopeptidase activity    "maps"
1617     1626    GO:0030849        autosome                      "autosomal"
1687     1709    GO:0008584        male gonad development        "testicular development"
2001     2020    GO:0008406        gonad development             "gonadal development"
2266     2278    GO:0035282        segmentation                  "segmentation"
2573     2580    GO:0003675        obsolete protein              "protein"
2649     2656    GO:0001741        XY body                       "XY body"
2665     2674    GO:0000239        pachytene                     "pachytene"
2840     2849    GO:0000239        pachytene                     "pachytene"
2859     2866    GO:0051321        meiotic cell cycle            "meiotic"
2859     2866    GO:0007126        meiotic nuclear division      "meiotic"
2867     2875    GO:0051324        prophase                      "prophase"
2923     2928    GO:0005623        cell                          "cells"
2968     2981    GO:0001739        sex chromatin                 "sex chromatin"
3089     3098    GO:0000785        chromatin                     "chromatin"
3149     3156    GO:0051321        meiotic cell cycle            "meiotic"
3149     3156    GO:0007126        meiotic nuclear division      "meiotic"
3157     3166    GO:0051324        prophase                      "prophase."
3195     3203    GO:0003675        obsolete protein              "Proteins"
3273     3280    GO:0051321        meiotic cell cycle            "meiotic"
3273     3280    GO:0007126        meiotic nuclear division      "meiotic"
3479     3486    GO:0051321        meiotic cell cycle            "meiosis"
3479     3486    GO:0007126        meiotic nuclear division      "meiosis"
3534     3543    GO:0000239        pachytene                     "pachytene"
3977     3995    GO:0008584        male gonad development        "testis development"
4092     4101    GO:0000239        pachytene                     "pachytene"
4145     4160    GO:0007283        spermatogenesis               "spermatogenesis"
4217     4224    GO:0003675        obsolete protein              "Protein"
4446     4462    GO:0007283        spermatogenesis               "spermatogenesis."
4560     4567    GO:0003675        obsolete protein              "protein"
4650     4658    GO:0003823        antigen binding               "antibody"
4650     4658    GO:0019815        B cell receptor complex       "antibody"
4650     4658    GO:0042571        immunoglobulin complex, circulating   "antibody"
4715     4727    GO:0051179        localization                  "localization"
4731     4739    GO:0001741        XY body                       "XY body."
4788     4798    GO:0003823        antigen binding               "antibodies"
4788     4798    GO:0019815        B cell receptor complex       "antibodies"
4788     4798    GO:0042571        immunoglobulin complex, circulating   "antibodies"
4861     4869    GO:0001741        XY body                       "XY body."
4957     4966    GO:0000239        pachytene                     "pachytene"
4986     4996    GO:0001741        XY body                       "XY bodies."
5018     5025    GO:0003675        obsolete protein              "protein"
5054     5062    GO:0003823        antigen binding               "antibody"
5054     5062    GO:0019815        B cell receptor complex       "antibody"
5054     5062    GO:0042571        immunoglobulin complex, circulating   "antibody"
5101     5109    GO:0003675        obsolete protein              "protein."
5114     5122    GO:0003823        antigen binding               "antibody"
5114     5122    GO:0019815        B cell receptor complex       "antibody"
5114     5122    GO:0042571        immunoglobulin complex, circulating   "antibody"
5234     5243    GO:0003675        obsolete protein              "proteins."
