Start	 End 	 Ontology	   Term				 ArtclTerm
506      514     GO:0003675        obsolete protein              "proteins"
768      776     GO:0003675        obsolete protein              "proteins"
798      807     GO:0003675        obsolete protein              "proteins,"
940      949     GO:0003675        obsolete protein              "proteins."
1199     1206    GO:0005488        binding                       "binding"
1229     1253    GO:0004879        RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding       "nuclear hormone receptor"
1319     1326    GO:0003675        obsolete protein              "protein"
1364     1371    GO:0005819        spindle                       "spindle"
1387     1395    GO:0003675        obsolete protein              "proteins"
1441     1461    GO:0006412        translation                   "protein translation,"
1462     1476    GO:0006396        RNA processing                "RNA processing"
1481     1494    GO:0006351        transcription, DNA-templated          "transcription"
1534     1543    GO:0003675        obsolete protein              "proteins."
1580     1588    GO:0003675        obsolete protein              "proteins"
1692     1701    GO:0003675        obsolete protein              "proteins,"
1702     1728    GO:0004879        RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding       "nuclear hormone receptors,"
1808     1816    GO:0003675        obsolete protein              "proteins"
1892     1902    GO:0005813        centrosome                    "centrosome"
1966     1987    GO:0006338        chromatin remodeling          "chromatin remodeling,"
1988     2003    GO:0006351        transcription, DNA-templated          "transcriptional"
2045     2050    GO:0005623        cell                          "cell."
2844     2860    GO:0044215        other organism                "other organisms."
3075     3082    GO:0003675        obsolete protein              "protein"
3174     3185    GO:0032502        developmental process         "development"
3242     3252    GO:0005694        chromosome                    "chromosome"
3328     3334    GO:0004239        obsolete methionyl aminopeptidase activity    "mapped"
3349     3368    GO:0098687        chromosomal region            "chromosomal regions"
3378     3389    GO:0005694        chromosome                    "chromosomes"
3441     3445    GO:0005007        fibroblast growth factor-activated receptor activity          "FGFR"
3470     3477    GO:0004239        obsolete methionyl aminopeptidase activity    "mapping"
3654     3658    GO:0005007        fibroblast growth factor-activated receptor activity          "FGFR"
3889     3893    GO:0005007        fibroblast growth factor-activated receptor activity          "FGFR"
4020     4024    GO:0005007        fibroblast growth factor-activated receptor activity          "FGFR"
4628     4644    GO:0044215        other organism                "other organisms,"
898      907     GO:0003675        obsolete protein              "proteins."
1054     1063    GO:0003675        obsolete protein              "proteins,"
1171     1179    GO:0003675        obsolete protein              "proteins"
1248     1255    GO:0003777        microtubule motor activity    "kinesin"
1261     1269    GO:0003675        obsolete protein              "proteins"
1291     1300    GO:0003675        obsolete protein              "proteins."
2652     2660    GO:0003675        obsolete protein              "protein."
3200     3205    GO:0005623        cell                          "cell."
3945     3955    GO:0005694        chromosome                    "chromosome"
4366     4376    GO:0005694        chromosome                    "chromosome"
70       88      GO:0098687        chromosomal region            "chromosomal region"
1176     1184    GO:0003675        obsolete protein              "proteins"
1942     1948    GO:0045292        mRNA cis splicing, via spliceosome    "splice"
3341     3353    GO:0051179        localization                  "localization"
3367     3374    GO:0003675        obsolete protein              "protein"
3382     3393    GO:0005813        centrosome                    "centrosome."
4192     4200    GO:0003675        obsolete protein              "proteins"
4305     4313    GO:0003675        obsolete protein              "proteins"
4498     4502    GO:0005007        fibroblast growth factor-activated receptor activity          "FGFR"
4600     4619    GO:0098687        chromosomal region            "chromosomal regions"
4635     4639    GO:0005007        fibroblast growth factor-activated receptor activity          "FGFR"
5016     5026    GO:0005694        chromosome                    "chromosome"
5051     5061    GO:0005694        chromosome                    "chromosome"
5463     5481    GO:0098687        chromosomal region            "chromosomal region"
5608     5612    GO:0004239        obsolete methionyl aminopeptidase activity    "maps"
5616     5626    GO:0005694        chromosome                    "chromosome"
5722     5732    GO:0005694        chromosome                    "chromosome"
5827     5838    GO:0005694        chromosome                    "chromosomes"
6070     6074    GO:0005007        fibroblast growth factor-activated receptor activity          "FGFR"
6220     6230    GO:0005694        chromosome                    "chromosome"
70       89      GO:0098687        chromosomal region            "chromosomal regions"
399      410     GO:0065007        biological regulation         "regulation,"
1376     1386    GO:0005694        chromosome                    "chromosome"
1498     1505    GO:0004239        obsolete methionyl aminopeptidase activity    "mapping"
1905     1915    GO:0005694        chromosome                    "chromosome"
2395     2405    GO:0005694        chromosome                    "chromosome"
2997     3002    GO:0005007        fibroblast growth factor-activated receptor activity          "FGFR,"
3410     3419    GO:0009058        biosynthetic process          "formation"
4124     4128    GO:0005007        fibroblast growth factor-activated receptor activity          "FGFR"
4247     4256    GO:0009058        biosynthetic process          "Formation"
4556     4566    GO:0005694        chromosome                    "chromosome"
4826     4836    GO:0005694        chromosome                    "chromosome"
5061     5069    GO:0003675        obsolete protein              "proteins"
5125     5129    GO:0005488        binding                       "bind"
5181     5186    GO:0005488        binding                       "binds"
776      784     GO:0003675        obsolete protein              "proteins"
914      922     GO:0003675        obsolete protein              "protein."
957      965     GO:0003675        obsolete protein              "protein,"
1011     1018    GO:0003675        obsolete protein              "protein"
1752     1759    GO:0005488        binding                       "binding"
1775     1803    GO:0016585        obsolete chromatin remodeling complex         "chromatin remodeling complex"
1852     1861    GO:0003675        obsolete protein              "proteins,"
1991     1999    GO:0003675        obsolete protein              "protein,"
2038     2046    GO:0003675        obsolete protein              "protein."
2493     2501    GO:0003675        obsolete protein              "proteins"
3217     3226    GO:0009058        biosynthetic process          "synthesis"
3439     3447    GO:0003675        obsolete protein              "protein,"
3466     3474    GO:0003675        obsolete protein              "protein,"
3629     3637    GO:0045292        mRNA cis splicing, via spliceosome    "splicing"
3816     3824    GO:0045292        mRNA cis splicing, via spliceosome    "splicing"
3907     3918    GO:0032502        developmental process         "development"
3959     3967    GO:0045292        mRNA cis splicing, via spliceosome    "splicing"
4040     4048    GO:0045292        mRNA cis splicing, via spliceosome    "splicing"
4263     4271    GO:0045292        mRNA cis splicing, via spliceosome    "splicing"
