Start	 End 	 Ontology	   Term				 ArtclTerm
82       91      GO:0023052        signaling                     "Signaling"
420      435     GO:0010467        gene expression               "gene expression"
483      506     GO:0030182        neuron differentiation        "neuron differentiation."
650      674     GO:0048468        cell development              "terminal differentiation"
898      907     GO:0023052        signaling                     "signaling"
1156     1160    GO:0030424        axon                          "axon"
1215     1230    GO:0007416        synapse assembly              "synaptogenesis."
1360     1364    GO:0005623        cell                          "cell"
1426     1436    GO:0007049        cell cycle                    "cell cycle"
1498     1513    GO:0006351        transcription, DNA-templated          "transcriptional"
1570     1580    GO:0007049        cell cycle                    "cell cycle"
2234     2245    GO:0032502        developmental process         "development"
2294     2306    GO:0005163        nerve growth factor receptor binding          "neurotrophin"
2294     2306    GO:0005165        neurotrophin receptor binding         "neurotrophin"
2307     2316    GO:0023052        signaling                     "signaling"
2420     2432    GO:0005163        nerve growth factor receptor binding          "neurotrophin"
2420     2432    GO:0005165        neurotrophin receptor binding         "neurotrophin"
2433     2442    GO:0023052        signaling                     "signaling"
2543     2554    GO:0060384        innervation                   "innervation"
2580     2595    GO:0006351        transcription, DNA-templated          "transcriptional"
2683     2694    GO:0007049        cell cycle                    "cell cycle."
2834     2849    GO:0006351        transcription, DNA-templated          "transcriptional"
2895     2902    GO:0023052        signaling                     "signals"
2938     2962    GO:0048468        cell development              "terminal differentiation"
3086     3093    GO:0023052        signaling                     "signals"
3358     3372    GO:0019230        proprioception                "proprioceptive"
3462     3470    GO:0003675        obsolete protein              "proteins"
3553     3567    GO:0019230        proprioception                "proprioceptive"
3576     3598    GO:0030182        neuron differentiation        "neuron differentiation"
3779     3791    GO:0005163        nerve growth factor receptor binding          "neurotrophin"
3779     3791    GO:0005165        neurotrophin receptor binding         "neurotrophin"
3792     3802    GO:0023052        signaling                     "signaling,"
3812     3826    GO:0019230        proprioception                "proprioceptive"
3980     3987    GO:0023052        signaling                     "signals"
4120     4129    GO:0023052        signaling                     "signaling"
4190     4198    GO:0003675        obsolete protein              "proteins"
4441     4450    GO:0023052        signaling                     "signaling"
4483     4502    GO:0048666        neuron development            "neuron development."
4559     4568    GO:0023052        signaling                     "signaling"
4591     4610    GO:0040034        regulation of development, heterochronic      "developmental time,"
4648     4662    GO:0019230        proprioception                "proprioceptive"
4702     4711    GO:0023052        signaling                     "signaling"
4835     4844    GO:0023052        signaling                     "signaling"
4895     4917    GO:0030182        neuron differentiation        "neuron differentiation"
4960     4977    GO:0031175        neuron projection development         "neurite outgrowth"
5008     5024    GO:0010467        gene expression               "gene expression."
5077     5084    GO:0023052        signaling                     "signals"
5208     5223    GO:0006351        transcription, DNA-templated          "transcriptional"
5364     5379    GO:0006351        transcription, DNA-templated          "transcriptional"
5467     5478    GO:0032502        developmental process         "development"
5482     5496    GO:0019230        proprioception                "proprioceptive"
5516     5531    GO:0006351        transcription, DNA-templated          "transcriptional"
5570     5578    GO:0023052        signaling                     "signals,"
5689     5703    GO:0019230        proprioception                "proprioceptive"
5775     5790    GO:0006351        transcription, DNA-templated          "transcriptional"
165      188     GO:0030182        neuron differentiation        "neuron differentiation."
287      300     GO:0006351        transcription, DNA-templated          "transcription"
363      377     GO:0019230        proprioception                "proprioceptive"
567      571     GO:0005488        binding                       "bind"
783      797     GO:0019230        proprioception                "proprioceptive"
1079     1090    GO:0003677        DNA binding                   "DNA binding"
1182     1186    GO:0005623        cell                          "cell"
1240     1255    GO:2000144        positive regulation of DNA-templated transcription, initiation    "transactivation"
1369     1384    GO:2000144        positive regulation of DNA-templated transcription, initiation    "transactivation"
1747     1761    GO:0019230        proprioception                "proprioceptive"
1941     1963    GO:0030182        neuron differentiation        "neuron differentiation"
1995     2009    GO:0019230        proprioception                "proprioceptive"
2250     2264    GO:0019230        proprioception                "proprioceptive"
2274     2285    GO:0044297        cell body                     "cell bodies"
2368     2382    GO:0019230        proprioception                "proprioceptive"
2456     2470    GO:0019230        proprioception                "proprioceptive"
2677     2692    GO:0010467        gene expression               "gene expression"
2700     2714    GO:0019230        proprioception                "proprioceptive"
2766     2780    GO:0019230        proprioception                "proprioceptive"
2995     2999    GO:0030424        axon                          "axon"
3517     3525    GO:0007129        synapsis                      "synapses"
3517     3525    GO:0045202        synapse                       "synapses"
3617     3630    GO:0005622        intracellular                 "intracellular"
4063     4081    GO:0008150        biological_process            "biological process"
4152     4161    GO:0009058        biosynthetic process          "formation"
4165     4173    GO:0007129        synapsis                      "synapses"
4165     4173    GO:0045202        synapse                       "synapses"
4450     4459    GO:0023052        signaling                     "signaling"
4464     4478    GO:0019230        proprioception                "proprioceptive"
4670     4685    GO:0006351        transcription, DNA-templated          "transcriptional"
4892     4899    GO:0003675        obsolete protein              "protein"
5158     5172    GO:0019230        proprioception                "proprioceptive"
5461     5468    GO:0003675        obsolete protein              "protein"
5619     5633    GO:0019230        proprioception                "proprioceptive"
6350     6357    GO:0031430        M band                        "midline"
6535     6542    GO:0031430        M band                        "midline"
6683     6690    GO:0031430        M band                        "midline"
6955     6960    GO:0030424        axon                          "axons"
7083     7097    GO:0048668        collateral sprouting          "axon branching"
181      192     GO:0060384        innervation                   "innervation"
241      254     GO:0030484        obsolete muscle fiber         "muscle fibers"
241      254     GO:0043292        contractile fiber             "muscle fibers"
387      401     GO:0019230        proprioception                "proprioceptive"
491      500     GO:0023052        signaling                     "signaling"
701      718     GO:0031175        neuron projection development         "Neurite Outgrowth"
1000     1009    GO:0023052        signaling                     "signaling"
