Start	 End 	 Ontology	   Term				 ArtclTerm
29       38      GO:0023052        signaling                     "signaling"
52       70      GO:0001822        kidney development            "kidney development"
182      210     GO:0005667        transcription factor complex          "transcription factor complex"
228      238     GO:0023052        signaling                     "signaling."
308      317     GO:0023052        signaling                     "signaling"
321      340     GO:0001822        kidney development            "kidney development,"
704      723     GO:0001822        kidney development            "kidney development,"
1010     1019    GO:0023052        signaling                     "signaling"
1420     1443    GO:0001763        morphogenesis of a branching structure        "Branching morphogenesis"
1691     1701    GO:0009058        biosynthetic process          "formation,"
1887     1906    GO:0001822        kidney development            "kidney development."
1970     1993    GO:0001763        morphogenesis of a branching structure        "branching morphogenesis"
2021     2040    GO:0001822        kidney development            "kidney development."
2318     2327    GO:0023052        signaling                     "signaling"
2427     2433    GO:0023052        signaling                     "signal"
2460     2469    GO:0023052        signaling                     "signaling"
2517     2536    GO:0001822        kidney development            "kidney development."
2625     2638    GO:0072006        nephron development           "nephrogenesis"
2625     2638    GO:0001822        kidney development            "nephrogenesis"
2829     2842    GO:0072006        nephron development           "nephrogenesis"
2829     2842    GO:0001822        kidney development            "nephrogenesis"
3116     3126    GO:0009058        biosynthetic process          "formation,"
3260     3267    GO:0023052        signaling                     "signal,"
3399     3408    GO:0023052        signaling                     "signaling"
3539     3548    GO:0023052        signaling                     "signaling"
3605     3614    GO:0009058        biosynthetic process          "formation"
3632     3647    GO:0006351        transcription, DNA-templated          "transcriptional"
3710     3717    GO:0005634        nucleus                       "nucleus"
3728     3733    GO:0005488        binding                       "binds"
3903     3918    GO:0006351        transcription, DNA-templated          "transcriptional"
4325     4334    GO:0023052        signaling                     "signaling"
4353     4364    GO:0032502        developmental process         "development"
4651     4660    GO:0023052        signaling                     "signaling"
4668     4687    GO:0001822        kidney development            "kidney development."
4789     4798    GO:0023052        signaling                     "signaling"
4849     4860    GO:0032502        developmental process         "Development"
5040     5063    GO:0001763        morphogenesis of a branching structure        "branching morphogenesis"
5080     5098    GO:0060503        bud dilation involved in lung branching       "bud, and expansion"
5195     5205    GO:0009058        biosynthetic process          "formation,"
5391     5400    GO:0023052        signaling                     "signaling"
5670     5675    GO:0007618        mating                        "mated"
5670     5675    GO:1990277        parasexual conjugation with cellular fusion   "mated"
5670     5675    GO:0000747        conjugation with cellular fusion      "mated"
5670     5675    GO:0009291        unidirectional conjugation    "mated"
6108     6117    GO:0023052        signaling                     "signaling"
6318     6327    GO:0023052        signaling                     "signaling"
6378     6389    GO:0032502        developmental process         "development"
219      229     GO:0023052        signaling                     "signaling."
683      694     GO:0032502        developmental process         "development"
772      784     GO:0032502        developmental process         "development."
1806     1818    GO:0051179        localization                  "localization"
1830     1838    GO:0003675        obsolete protein              "proteins"
2063     2068    GO:0005623        cell                          "cells"
2103     2112    GO:0003675        obsolete protein              "proteins."
2265     2273    GO:0003675        obsolete protein              "proteins"
2358     2366    GO:0005634        nucleus                       "nucleus,"
2426     2432    GO:0023052        signaling                     "signal"
2648     2657    GO:0003823        antigen binding               "antibody."
2648     2657    GO:0019815        B cell receptor complex       "antibody."
2648     2657    GO:0042571        immunoglobulin complex, circulating   "antibody."
2854     2867    GO:0072006        nephron development           "nephrogenesis"
2854     2867    GO:0001822        kidney development            "nephrogenesis"
2944     2961    GO:0001822        kidney development            "renal development"
3050     3060    GO:0003823        antigen binding               "antibodies"
