Start	 End 	 Ontology	   Term				 ArtclTerm
0        10      GO:0065007        biological regulation         "Regulation"
14       26      GO:0030484        obsolete muscle fiber         "Muscle Fiber"
14       26      GO:0043292        contractile fiber             "Muscle Fiber"
124      136     GO:0030484        obsolete muscle fiber         "muscle fiber"
124      136     GO:0043292        contractile fiber             "muscle fiber"
230      246     GO:0010467        gene expression               "gene expression."
523      533     GO:0005777        peroxisome                    "peroxisome"
748      763     GO:0010467        gene expression               "gene expression"
871      880     GO:0008152        metabolic process             "metabolic"
871      880     GO:0007552        metamorphosis                 "metabolic"
1264     1275    GO:0008152        metabolic process             "metabolism,"
1358     1378    GO:0045333        cellular respiration          "oxidative metabolism"
1655     1665    GO:0008152        metabolic process             "metabolism"
1991     2011    GO:0014823        response to activity          "response to exercise"
2141     2145    GO:1990343        heterochromatin domain        "Hood"
2172     2184    GO:0030484        obsolete muscle fiber         "muscle fiber"
2172     2184    GO:0043292        contractile fiber             "muscle fiber"
2252     2269    GO:0019722        calcium-mediated signaling    "calcium signaling"
2260     2277    GO:0007165        signal transduction           "signaling pathway"
2292     2304    GO:0004723        calcium-dependent protein serine/threonine phosphatase activity   "calcineurin,"
2292     2304    GO:0004722        protein serine/threonine phosphatase activity         "calcineurin,"
2342     2357    GO:0006351        transcription, DNA-templated          "transcriptional"
2367     2377    GO:0005777        peroxisome                    "Peroxisome"
2638     2647    GO:0008152        metabolic process             "metabolic"
2638     2647    GO:0007552        metamorphosis                 "metabolic"
2679     2691    GO:0030484        obsolete muscle fiber         "Muscle fiber"
2679     2691    GO:0043292        contractile fiber             "Muscle fiber"
3268     3275    GO:0016088        obsolete insulin              "insulin"
3387     3397    GO:0005777        peroxisome                    "peroxisome"
3450     3465    GO:0006351        transcription, DNA-templated          "transcriptional"
3815     3824    GO:0009058        biosynthetic process          "formation"
4021     4033    GO:0030484        obsolete muscle fiber         "Muscle Fiber"
4021     4033    GO:0043292        contractile fiber             "Muscle Fiber"
4068     4080    GO:0030484        obsolete muscle fiber         "muscle fiber"
4068     4080    GO:0043292        contractile fiber             "muscle fiber"
4257     4270    GO:0030484        obsolete muscle fiber         "muscle fibers"
4257     4270    GO:0043292        contractile fiber             "muscle fibers"
4606     4613    GO:0003675        obsolete protein              "protein"
4698     4710    GO:0030484        obsolete muscle fiber         "muscle fiber"
4698     4710    GO:0043292        contractile fiber             "muscle fiber"
5209     5223    GO:0030484        obsolete muscle fiber         "muscle fibers,"
5209     5223    GO:0043292        contractile fiber             "muscle fibers,"
5369     5376    GO:0003675        obsolete protein              "protein"
5515     5522    GO:0003675        obsolete protein              "protein"
5915     5922    GO:0003675        obsolete protein              "protein"
6188     6200    GO:0030484        obsolete muscle fiber         "muscle fiber"
6188     6200    GO:0043292        contractile fiber             "muscle fiber"
298      315     GO:0006118        obsolete electron transport   "electron transfer"
298      315     GO:0022904        respiratory electron transport chain          "electron transfer"
316      329     GO:0009461        obsolete cytochrome c         "(cytochrome c"
316      329     GO:0045155        electron transporter, transferring electrons from CoQH2-cytochrome c reductase complex and cytochrome c oxidase complex activity      "(cytochrome c"
567      579     GO:0030484        obsolete muscle fiber         "muscle fiber"
567      579     GO:0043292        contractile fiber             "muscle fiber"
840      857     GO:0000262        mitochondrial chromosome      "Mitochondrial DNA"
1056     1068    GO:0030484        obsolete muscle fiber         "muscle fiber"
1056     1068    GO:0043292        contractile fiber             "muscle fiber"
1193     1202    GO:0003675        obsolete protein              "proteins,"
1225     1237    GO:0009461        obsolete cytochrome c         "cytochrome c"
