Start	 End 	 Ontology	   Term				 ArtclTerm
23       51      GO:0070828        heterochromatin organization          "Heterochromatin Organization"
109      121     GO:0032502        developmental process         "development,"
122      131     GO:0000785        chromatin                     "chromatin"
250      268     GO:0031497        chromatin assembly            "chromatin assembly"
379      391     GO:0032502        developmental process         "development,"
665      685     GO:0006997        nucleus organization          "nuclear organization"
702      718     GO:0000792        heterochromatin               "heterochromatin."
766      789     GO:1990343        heterochromatin domain        "heterochromatin domains"
933      948     GO:0000792        heterochromatin               "heterochromatin"
991      1006    GO:0000792        heterochromatin               "heterochromatin"
1109     1124    GO:0000792        heterochromatin               "heterochromatin"
1215     1231    GO:0016246        RNA interference              "RNA interference"
1306     1333    GO:0005721        pericentric heterochromatin   "pericentric heterochromatin"
1379     1384    GO:0005623        cell                          "cells"
1425     1444    GO:0016571        histone methylation           "histone methylation"
1467     1495    GO:0005721        pericentric heterochromatin   "pericentric heterochromatin."
1517     1532    GO:0000792        heterochromatin               "heterochromatin"
1608     1613    GO:0005623        cell                          "cells"
1701     1729    GO:0070828        heterochromatin organization          "heterochromatin organization"
1801     1819    GO:0031497        chromatin assembly            "chromatin assembly"
1959     1968    GO:0000785        chromatin                     "Chromatin"
2061     2073    GO:0000786        nucleosome                    "nucleosomes,"
2102     2106    GO:0019013        viral nucleocapsid            "core"
2118     2141    GO:0036211        protein modification process          "proteins. Modifications"
2191     2202    GO:0000786        nucleosome                    "nucleosomes"
2227     2237    GO:0065007        biological regulation         "regulation"
2330     2344    GO:0051301        cell division                 "cell divisions"
2375     2385    GO:0000785        chromatin                     "chromatin,"
2507     2525    GO:0031497        chromatin assembly            "chromatin assembly"
2552     2564    GO:0000786        nucleosome                    "nucleosomes,"
2592     2603    GO:0000786        nucleosome                    "nucleosomes"
2733     2751    GO:0031497        chromatin assembly            "chromatin assembly"
3006     3017    GO:0005694        chromosome                    "chromosomes"
3025     3033    GO:0005634        nucleus                       "nucleus."
3104     3132    GO:0070827        chromatin maintenance         "chromatin in the maintenance"
3224     3236    GO:0032502        developmental process         "development,"
3318     3334    GO:0010467        gene expression               "gene expression,"
3465     3480    GO:0006306        DNA methylation               "DNA methylation"
3549     3558    GO:0000785        chromatin                     "chromatin"
3685     3703    GO:0043486        histone exchange              "histone chaperones"
3685     3703    GO:0006334        nucleosome assembly           "histone chaperones"
3728     3740    GO:0032502        developmental process         "development,"
3813     3831    GO:0043486        histone exchange              "histone chaperones"
3813     3831    GO:0006334        nucleosome assembly           "histone chaperones"
3836     3866    GO:0016585        obsolete chromatin remodeling complex         "chromatin remodeling complexes"
3894     3913    GO:0006334        nucleosome assembly           "nucleosome assembly"
3976     3994    GO:0031497        chromatin assembly            "chromatin assembly"
4017     4028    GO:0032502        developmental process         "development"
4042     4061    GO:0043486        histone exchange              "histone chaperones,"
4042     4061    GO:0006334        nucleosome assembly           "histone chaperones,"
4239     4249    GO:0006281        DNA repair                    "DNA repair"
4320     4330    GO:0000785        chromatin                     "chromatin,"
4355     4369    GO:0071897        DNA biosynthetic process      "DNA synthesis,"
4387     4405    GO:0043486        histone exchange              "histone chaperone,"
4387     4405    GO:0006334        nucleosome assembly           "histone chaperone,"
4467     4480    GO:0071897        DNA biosynthetic process      "DNA synthesis"
4539     4557    GO:0031497        chromatin assembly            "chromatin assembly"
4597     4605    GO:0003675        obsolete protein              "proteins"
4617     4633    GO:0000792        heterochromatin               "heterochromatin,"
4688     4706    GO:0008327        methyl-CpG binding            "methyl-CpG binding"
4714     4721    GO:0003675        obsolete protein              "protein"
4771     4807    GO:0008469        histone-arginine N-methyltransferase activity         "histone methyltransferase activities"
4771     4807    GO:0042054        histone methyltransferase activity    "histone methyltransferase activities"
4931     4958    GO:0005721        pericentric heterochromatin   "pericentric heterochromatin"
4975     4982    GO:0051320        S phase                       "S phase"
5047     5056    GO:0009058        biosynthetic process          "formation"
5060     5075    GO:0000792        heterochromatin               "heterochromatin"
5172     5189    GO:0043486        histone exchange              "histone chaperone"
5172     5189    GO:0006334        nucleosome assembly           "histone chaperone"
5299     5310    GO:0032502        developmental process         "development"
5341     5346    GO:0005623        cell                          "cells"
5375     5381    GO:0005623        cell                          "cells."
5448     5459    GO:0032502        developmental process         "development"
5490     5495    GO:0005623        cell                          "cells"
5515     5531    GO:0016246        RNA interference              "RNA interference"
5532     5539    GO:0016246        RNA interference              "(RNAi)."
5616     5622    GO:0005623        cell                          "cells."
5721     5744    GO:1990343        heterochromatin domain        "heterochromatin domains"
5814     5819    GO:0005623        cell                          "cells"
232      237     GO:0005623        cell                          "cells"
269      274     GO:0005623        cell                          "cells"
614      621     GO:0003675        obsolete protein              "protein"
703      710     GO:0003675        obsolete protein              "protein"
762      776     GO:0051301        cell division                 "cell divisions"
836      856     GO:0006997        nucleus organization          "nuclear organization"
860      875     GO:0000792        heterochromatin               "heterochromatin"
901      907     GO:0005634        nucleus                       "nuclei"
930      958     GO:0005721        pericentric heterochromatin   "Pericentric heterochromatin,"
995      1011    GO:0000792        heterochromatin               "heterochromatin,"
1040     1050    GO:0051325        interphase                    "interphase"
1051     1057    GO:0005634        nucleus                       "nuclei"
1180     1207    GO:0005721        pericentric heterochromatin   "pericentric heterochromatin"
1255     1264    GO:0000785        chromatin                     "chromatin"
1283     1296    GO:0010369        chromocenter                  "chromocenters"
1431     1440    GO:0000785        chromatin                     "chromatin"
1624     1652    GO:0070828        heterochromatin organization          "heterochromatin organization"
1816     1825    GO:0005730        nucleolus                     "nucleolar"
1856     1879    GO:1990343        heterochromatin domain        "Heterochromatin domains"
1994     2006    GO:0051179        localization                  "Localization"
2100     2115    GO:0000792        heterochromatin               "heterochromatin"
2139     2159    GO:0006997        nucleus organization          "nuclear organization"
2163     2178    GO:0000792        heterochromatin               "heterochromatin"
2228     2240    GO:0032502        developmental process         "development,"
2465     2473    GO:0005634        nucleus                       "nucleus,"
2516     2524    GO:0005730        nucleolus                     "nucleoli"
2553     2559    GO:0005634        nucleus                       "nuclei"
2573     2585    GO:0051179        localization                  "Localization"
2668     2686    GO:0034399        nuclear periphery             "nuclear periphery,"
2702     2710    GO:0005730        nucleolus                     "nucleoli"
2754     2769    GO:0000792        heterochromatin               "heterochromatin"
2813     2841    GO:0070828        heterochromatin organization          "heterochromatin organization"
2990     3002    GO:0032502        developmental process         "development,"
3024     3031    GO:0003675        obsolete protein              "protein"
