Start	 End 	 Ontology	   Term				 ArtclTerm
103      121     GO:0006006        glucose metabolic process     "Glucose Metabolism"
206      214     GO:0003675        obsolete protein              "protein."
744      755     GO:0006096        glycolytic process            "glycolysis,"
864      882     GO:0051131        chaperone-mediated protein complex assembly   "chaperone activity"
864      882     GO:0006457        protein folding               "chaperone activity"
864      882     GO:0003754        obsolete chaperone activity   "chaperone activity"
864      882     GO:0006461        protein complex assembly      "chaperone activity"
864      882     GO:0044183        protein binding involved in protein folding   "chaperone activity"
864      882     GO:0051082        unfolded protein binding      "chaperone activity"
984      991     GO:0005829        cytosol                       "cytosol"
1104     1108    GO:0005623        cell                          "cell"
1615     1633    GO:0006007        glucose catabolic process     "glucose catabolism"
1656     1670    GO:0046323        glucose import                "glucose uptake"
1675     1708    GO:0006094PHENOTYPE  gluconeogenesis phenotype          "gluconeogenesis. These phenotypes"
1899     1918    GO:0006007        glucose catabolic process     "glucose catabolism,"
1919     1938    GO:0097009        energy homeostasis            "energy homeostasis,"
1955     1965    GO:0008152        metabolic process             "metabolic,"
1955     1965    GO:0007552        metamorphosis                 "metabolic,"
1966     1971    GO:0007568        aging                         "aging"
2062     2069    GO:0003675        obsolete protein              "protein"
2109     2116    GO:0003675        obsolete protein              "protein"
2313     2317    GO:0005623        cell                          "cell"
2365     2374    GO:0003675        obsolete protein              "proteins,"
2386     2393    GO:0003675        obsolete protein              "protein"
2430     2437    GO:0005829        cytosol                       "cytosol"
2494     2508    GO:0051301        cell division                 "cell division."
2970     2988    GO:0051131        chaperone-mediated protein complex assembly   "chaperone activity"
2970     2988    GO:0006457        protein folding               "chaperone activity"
2970     2988    GO:0003754        obsolete chaperone activity   "chaperone activity"
2970     2988    GO:0006461        protein complex assembly      "chaperone activity"
2970     2988    GO:0044183        protein binding involved in protein folding   "chaperone activity"
2970     2988    GO:0051082        unfolded protein binding      "chaperone activity"
3161     3170    GO:0009056        catabolic process             "breakdown"
3375     3394    GO:0008152        metabolic process             "metabolic processes"
3665     3672    GO:0003675        obsolete protein              "protein"
3695     3704    GO:0009058        biosynthetic process          "formation"
3712     3737    GO:0030472        mitotic spindle organization in nucleus       "mitotic spindle, assembly"
3712     3737    GO:0090307        mitotic spindle assembly      "mitotic spindle, assembly"
3745     3761    GO:0005635        nuclear envelope              "nuclear envelope"
3794     3820    GO:0051081        nuclear envelope disassembly          "nuclear envelope breakdown"
3826     3847    GO:0051382        kinetochore assembly          "kinetochore formation"
3876     3883    GO:0007067        mitotic nuclear division      "mitotic"
4015     4019    GO:0005623        cell                          "cell"
4108     4112    GO:0005623        cell                          "cell"
4304     4318    GO:0051170        nuclear import                "nuclear import"
4356     4366    GO:0003823        antigen binding               "antibodies"
4356     4366    GO:0019815        B cell receptor complex       "antibodies"
