Start	End	Ontology	Ontology Term	Annotated Term
57	65	GO:0003675	obsolete	protein
309	318	GO:0003675	obsolete	protein
350	358	GO:0003675	obsolete	protein
642	651	GO:0003675	obsolete	protein
764	789	GO:0008594	photoreceptor	cell
1003	1027	GO:0016568	chromatin	modification
1116	1131	GO:0010467	gene		expression
1135	1161	GO:0008594	photoreceptor	cell
1274	1299	GO:0048468	cell		development
1331	1344	GO:0006351	transcription,	DNA-templated
1463	1470	GO:0003675	obsolete	protein
1559	1566	GO:0003675	obsolete	protein
1591	1599	GO:0005634	nucleus		nucleus,
1638	1644	GO:0005623	cell		cells.
1756	1771	GO:0006351	transcription,	DNA-templated
2143	2158	GO:0006351	transcription,	DNA-templated
2251	2262	GO:0032502	developmental	process
2307	2311	GO:0005623	cell		cell
2396	2400	GO:0005623	cell		cell
2451	2456	GO:0005623	cell		cells
2643	2650	GO:0007601	visual		perception
2651	2669	GO:0007602	phototransduction	Phototransduction,
2682	2688	GO:0023052	signaling	signal
2812	2817	GO:0005488	binding		bound
2825	2830	GO:0007602	phototransduction	opsin
2825	2830	GO:0015053	obsolete	opsin
2825	2830	GO:0016918	retinal		binding
2825	2830	GO:0009881	photoreceptor	activity
2825	2830	GO:0046876	3,4-didehydroretinal	binding
2831	2840	GO:0003675	obsolete	protein
2868	2874	GO:0007602	phototransduction	opsins
2868	2874	GO:0015053	obsolete	opsin
2868	2874	GO:0016918	retinal		binding
2868	2874	GO:0009881	photoreceptor	activity
2868	2874	GO:0046876	3,4-didehydroretinal	binding
2889	2897	GO:0003675	obsolete	protein
2913	2930	GO:0007602	phototransduction	phototransduction
3201	3205	GO:0005623	cell		cell
3219	3230	GO:0032502	developmental	process
3359	3365	GO:0005623	cell		cells,
3455	3460	GO:0005623	cell		cells
3511	3515	GO:0005623	cell		cell
3618	3623	GO:0005623	cell		cells
3640	3653	GO:0006351	transcription,	DNA-templated
3657	3680	GO:0016568	chromatin	modification
3750	3775	GO:0008594	photoreceptor	cell
3858	3881	GO:0001709	cell	fate
3886	3910	GO:0048468	cell	development
4098	4111	GO:0006351	transcription,	DNA-templated
4182	4191	GO:0009058	biosynthetic	process
4235	4252	GO:0007602	phototransduction	phototransduction
4413	4426	GO:0006351	transcription,	DNA-templated
4663	4691	GO:0001750	photoreceptor	outer
4885	4894	GO:0030849	autosome	autosomal
5014	5040	GO:0008594	photoreceptor	cell
5360	5369	GO:0003675	obsolete	protein
5401	5409	GO:0003675	obsolete	protein
5498	5514	GO:0008181	obsolete	tumor
5498	5514	GO:0051726	regulation	of
5688	5696	GO:0003675	obsolete	protein
5701	5716	GO:0006351	transcription,	DNA-templated
5742	5756	GO:0016458	gene	silencing
5764	5775	GO:0032502	developmental	process
5801	5809	GO:0003675	obsolete	protein
5842	5853	GO:0065007	biological	regulation
5939	5963	GO:0016568	chromatin	modification
5976	6005	GO:0035102	PRC1	complex
6063	6075	GO:0035102	PRC1	complex
6192	6201	GO:0009058	biosynthetic	process
6220	6229	GO:0000785	chromatin	chromatin
165	190	GO:0048468	cell	development
303	310	GO:0005634	nucleus	nucleus
456	471	GO:0006351	transcription,	DNA-templated
543	576	GO:0017053	transcriptional	repressor
588	614	GO:0008594	photoreceptor	cell
1002	1009	GO:0003675	obsolete	protein
1066	1074	GO:0003675	obsolete	protein
1333	1340	GO:0003675	obsolete	protein
1375	1384	GO:0003675	obsolete	protein
1408	1430	GO:0006413	translational	initiation
1692	1699	GO:0003675	obsolete	protein
1780	1787	GO:0003675	obsolete	protein
2037	2044	GO:0003675	obsolete	protein
2236	2243	GO:0003675	obsolete	protein
2342	2350	GO:0003675	obsolete	protein
2367	2380	GO:0051179	localization	localizations
2513	2519	GO:0004239	obsolete	methionyl
2523	2533	GO:0005694	chromosome	chromosome
2557	2563	GO:0004239	obsolete	methionyl
2567	2577	GO:0005694	chromosome	chromosome
2661	2665	GO:0004239	obsolete	methionyl
3307	3318	GO:0006280	obsolete	mutagenesis
3764	3771	GO:0003675	obsolete	protein
3825	3832	GO:0003675	obsolete	protein
4041	4047	GO:0023052	signaling	signal
4262	4268	GO:0023052	signaling	signal
4332	4338	GO:0023052	signaling	signal
4731	4748	GO:0007602	phototransduction	phototransduction
4811	4817	GO:0023052	signaling	signal
5111	5122	GO:0032502	developmental	process
5170	5176	GO:0023052	signaling	signal
5218	5224	GO:0023052	signaling	signal
5305	5311	GO:0023052	signaling	signal
5377	5383	GO:0023052	signaling	signal
6204	6209	GO:0031672	A	band
6300	6304	GO:0031672	A	band
6369	6375	GO:0031672	A	band
6397	6404	GO:0045292	mRNA	cis
6483	6487	GO:0031672	A	band
379	385	GO:0023052	signaling	signal
562	566	GO:0031672	A	band
726	736	GO:0065007	biological	regulation
745	758	GO:0006351	transcription,	DNA-templated
863	888	GO:0008594	photoreceptor	cell
1141	1155	GO:0006351	transcription,	DNA-templated
1372	1387	GO:2000144	positive	regulation
1427	1440	GO:0006351	transcription,	DNA-templated
1531	1546	GO:0006351	transcription,	DNA-templated
1645	1658	GO:0006351	transcription,	DNA-templated
1765	1778	GO:0006351	transcription,	DNA-templated
1863	1876	GO:0006351	transcription,	DNA-templated
2412	2426	GO:0006351	transcription,	DNA-templated
2834	2839	GO:0005623	cell	cells
2936	2949	GO:0006351	transcription,	DNA-templated
3250	3257	GO:0005488	binding	binding
3304	3323	GO:0047712	Cypridina-luciferin	2-monooxygenase
3304	3323	GO:0045289	luciferin	monooxygenase
3304	3323	GO:0047077	Photinus-luciferin	4-monooxygenase
3304	3323	GO:0050397	Watasenia-luciferin	2-monooxygenase
3304	3323	GO:0050248	Renilla-luciferin	2-monooxygenase
3437	3443	GO:0005623	cell	cells,
3454	3473	GO:0047712	Cypridina-luciferin	2-monooxygenase
3454	3473	GO:0045289	luciferin	monooxygenase
3454	3473	GO:0047077	Photinus-luciferin	4-monooxygenase
3454	3473	GO:0050397	Watasenia-luciferin	2-monooxygenase
3454	3473	GO:0050248	Renilla-luciferin	2-monooxygenase
3577	3592	GO:0006351	transcription,	DNA-templated
3755	3770	GO:0010467	gene	expression
3960	3964	GO:0005623	cell	cell
3992	3996	GO:0005623	cell	cell
4148	4155	GO:0005488	binding	binding
4433	4446	GO:0006351	transcription,	DNA-templated
4896	4911	GO:2000144	positive	regulation
5029	5042	GO:0006351	transcription,	DNA-templated
5086	5096	GO:0065007	biological	regulation
5105	5118	GO:0006351	transcription,	DNA-templated
5152	5159	GO:0003675	obsolete	protein
5267	5271	GO:0005488	binding	bind
5309	5318	GO:0003675	obsolete	protein
5438	5445	GO:0003675	obsolete	protein
5568	5575	GO:0003675	obsolete	protein
5622	5637	GO:0006351	transcription,	DNA-templated
5655	5662	GO:0003675	obsolete	protein
5901	5908	GO:0003675	obsolete	protein
6018	6025	GO:0003675	obsolete	protein
55	62	GO:0003675	obsolete	protein
208	215	GO:0003675	obsolete	protein
228	243	GO:0006351	transcription,	DNA-templated
667	680	GO:0006351	transcription,	DNA-templated
767	780	GO:0006351	transcription,	DNA-templated
898	905	GO:0003675	obsolete	protein
928	941	GO:0006351	transcription,	DNA-templated
1163	1169	GO:0023052	signaling	signal
1354	1362	GO:0003675	obsolete	protein
1382	1389	GO:0005634	nucleus	nucleus
1509	1516	GO:0003675	obsolete	protein
1846	1854	GO:0003675	obsolete	protein
2044	2050	GO:0023052	signaling	signal
2112	2118	GO:0023052	signaling	signal
2157	2164	GO:0005488	binding	binding
2370	2377	GO:0003675	obsolete	protein
2391	2397	GO:0005623	cell	cells,
2458	2463	GO:0005623	cell	cells
2999	3003	GO:0031672	A	band
3362	3369	GO:0003675	obsolete	protein
3402	3408	GO:0005623	cell	cells.
3728	3734	GO:0005623	cell	cells.
3784	3792	GO:0003823	antigen	binding
3784	3792	GO:0019815	B	cell
3784	3792	GO:0042571	immunoglobulin	complex,
3817	3826	GO:0003823	antigen	binding
3817	3826	GO:0019815	B	cell
3817	3826	GO:0042571	immunoglobulin	complex,
3833	3840	GO:0003675	obsolete	protein
4049	4057	GO:0003823	antigen	binding
4049	4057	GO:0019815	B	cell
4049	4057	GO:0042571	immunoglobulin	complex,
4084	4093	GO:0003823	antigen	binding
4084	4093	GO:0019815	B	cell
4084	4093	GO:0042571	immunoglobulin	complex,
4126	4133	GO:0003675	obsolete	protein
4435	4442	GO:0005488	binding	binding
4652	4660	GO:0003675	obsolete	protein
4749	4756	GO:0005488	binding	binding
4807	4814	GO:0005488	binding	binding
4963	4970	GO:0003675	obsolete	protein
5097	5109	GO:0051179	localization	localization
5118	5125	GO:0003675	obsolete	protein
5139	5144	GO:0005623	cell	cells
5216	5223	GO:0003675	obsolete	protein
5269	5276	GO:0003675	obsolete	protein
5294	5302	GO:0005634	nucleus	nucleus.
5332	5344	GO:0051179	localization	localization
5366	5372	GO:0005623	cell	cells,
5438	5444	GO:0005623	cell	cells.
5486	5493	GO:0003675	obsolete	protein
5518	5525	GO:0005634	nucleus	nucleus
5537	5542	GO:0005623	cell	cells
5580	5592	GO:0051179	localization	localization
5605	5613	GO:0003675	obsolete	protein
5707	5714	GO:0003675	obsolete	protein
5747	5754	GO:0005634	nucleus	nucleus
5768	5774	GO:0005623	cell	cells,
5809	5816	GO:0003675	obsolete	protein
5832	5847	GO:0006351	transcription,	DNA-templated
5848	5868	GO:0006885	regulation	of
5902	5914	GO:0051179	localization	localization
5936	5942	GO:0005623	cell	cells.
6034	6042	GO:0003823	antigen	binding
6034	6042	GO:0019815	B	cell
6034	6042	GO:0042571	immunoglobulin	complex,
6080	6085	GO:0005623	cell	cells
6113	6121	GO:0003823	antigen	binding
6113	6121	GO:0019815	B	cell
6113	6121	GO:0042571	immunoglobulin	complex,
6198	6205	GO:0003675	obsolete	protein
6219	6234	GO:0006351	transcription,	DNA-templated
6261	6270	GO:0003675	obsolete	protein
6303	6332	GO:0043565	sequence-specific	DNA
6363	6378	GO:0006351	transcription,	DNA-templated
6477	6492	GO:0006351	transcription,	DNA-templated
6535	6544	GO:0000785	chromatin	chromatin
6565	6572	GO:0003675	obsolete	protein
6896	6907	GO:0003677	DNA	binding
7089	7108	GO:0047712	Cypridina-luciferin	2-monooxygenase
7089	7108	GO:0045289	luciferin	monooxygenase
7089	7108	GO:0047077	Photinus-luciferin	4-monooxygenase
7089	7108	GO:0050397	Watasenia-luciferin	2-monooxygenase
7089	7108	GO:0050248	Renilla-luciferin	2-monooxygenase
91	106	GO:0010467	gene	expression
185	200	GO:0006351	transcription,	DNA-templated
340	355	GO:0006351	transcription,	DNA-templated
662	677	GO:0006351	transcription,	DNA-templated
754	767	GO:0006351	transcription,	DNA-templated
825	840	GO:0006351	transcription,	DNA-templated
1125	1144	GO:0047712	Cypridina-luciferin	2-monooxygenase
1125	1144	GO:0045289	luciferin	monooxygenase
1125	1144	GO:0047077	Photinus-luciferin	4-monooxygenase
1125	1144	GO:0050397	Watasenia-luciferin	2-monooxygenase
1125	1144	GO:0050248	Renilla-luciferin	2-monooxygenase
1276	1291	GO:0006351	transcription,	DNA-templated
1323	1328	GO:0005623	cell	cells
1412	1418	GO:0005623	cell	cells.
1467	1486	GO:0047712	Cypridina-luciferin	2-monooxygenase
1467	1486	GO:0045289	luciferin	monooxygenase
