Start	End	Ontology	Ontology Term	Annotated Term
12	28	GO:0008542	visual		learning
699	707	GO:0007612	learning	learning
1042	1056	GO:0016477	cell		migration
1084	1096	GO:0032502	developmental	process
1109	1117	GO:0007612	learning	learning
1179	1189	GO:0023052	signaling	signalling
1244	1252	GO:0007129	synapsis	synapse,
1244	1252	GO:0045202	synapse		synapse,
1290	1300	GO:0065007	biological	regulation
1312	1323	GO:0007610	behavior	behavioural
1437	1445	GO:0003675	obsolete	protein
1857	1868	GO:0032502	developmental	process
1882	1888	GO:0040007	growth		growth
1889	1896	GO:0023052	signaling	signals
2020	2034	GO:0009793	embryo		development
2020	2034	GO:0009792	embryo		development
2020	2034	GO:0009790	embryo		development
2260	2273	GO:0007155	cell		adhesion
2357	2371	GO:0016477	cell		migration
2492	2499	GO:0003675	obsolete	protein
2534	2548	GO:0016477	cell		migration
3080	3107	GO:0008237	metallopeptidase	activity
3195	3210	GO:0016477	cell		migration
3252	3273	GO:0051098	regulation	of
3301	3309	GO:0003675	obsolete	protein
3313	3326	GO:0005622	intracellular	intracellular
3403	3408	GO:0016265	death		death
4037	4049	GO:0032502	developmental	process
4074	4088	GO:0016477	cell		migration
4914	4921	GO:0003675	obsolete	protein
5167	5174	GO:0003675	obsolete	protein
5229	5236	GO:0003675	obsolete	protein
5315	5323	GO:0003823	antigen		binding
5315	5323	GO:0019815	B		cell
5315	5323	GO:0042571	immunoglobulin	complex,
5351	5358	GO:0003675	obsolete	protein
5490	5498	GO:0003675	obsolete	protein
5550	5556	GO:0007618	mating		Mating
5550	5556	GO:1990277	parasexual	conjugation
5550	5556	GO:0000747	conjugation	with
5550	5556	GO:0009291	unidirectional	conjugation
5874	5885	GO:0007610	behavior	behavioural
6050	6061	GO:0032502	developmental	process
123	134	GO:0007610	behavior	behavioural
145	161	GO:0008542	visual		learning
256	272	GO:0008542	visual		learning
773	778	GO:0007612	learning	learn
1116	1120	GO:0036268	swimming	swim
1425	1441	GO:0008542	visual	learning
1472	1480	GO:0036268	swimming	swimming
1836	1841	GO:0007612	learning	learn
2251	2260	GO:0051235	maintenance	of
2499	2508	GO:0051235	maintenance	of
2978	2987	GO:0051235	maintenance	of
4298	4309	GO:0007610	behavior	behavioural
4574	4582	GO:0007612	learning	learning
4713	4729	GO:0008542	visual	learning
5285	5301	GO:0008542	visual	learning
5380	5395	GO:0003774	motor	activity
5396	5406	GO:0065007	biological	regulation
5804	5813	GO:0051235	maintenance	of
6190	6198	GO:0036268	swimming	swimming
6328	6336	GO:0036268	swimming	swimming
6462	6470	GO:0007612	learning	learning
6506	6522	GO:0061743	motor	learning
6533	6542	GO:0051235	maintenance	of
144	159	GO:0061743	motor	learning
272	286	GO:0061743	motor	learning
352	366	GO:0061743	motor	learning
485	490	GO:0007612	learning	learn
513	527	GO:0061743	motor	learning
619	627	GO:0007612	learning	learning
789	803	GO:0003774	motor	activity
1145	1161	GO:0008542	visual	learning
1276	1291	GO:0010467	gene	expression
1407	1412	GO:0005623	cell	cells
1486	1497	GO:0032502	developmental	process
1519	1535	GO:0008542	visual	learning
1832	1836	GO:0005623	cell	cell
2029	2033	GO:0005623	cell	cell
2054	2081	GO:0007399	nervous	system
2332	2354	GO:0060291	long-term	synaptic
2433	2452	GO:0007611	learning	or
2503	2516	GO:0004972	NMDA	glutamate
2758	2779	GO:0007268	synaptic	transmission
2932	2942	GO:0023052	signaling	signalling
3024	3035	GO:0065007	biological	regulation
3146	3162	GO:0008542	visual	learning
3736	3755	GO:0003674	molecular_function	molecular functions
4033	4048	GO:0003774	motor	activity
4177	4193	GO:0008542	visual	learning
4456	4465	GO:0003675	obsolete	protein
5218	5223	GO:0005623	cell	cells
5708	5713	GO:0007618	mating	mated
5708	5713	GO:1990277	parasexual	conjugation
5708	5713	GO:0000747	conjugation	with
5708	5713	GO:0009291	unidirectional	conjugation
6189	6196	GO:0003675	obsolete	protein
6359	6363	GO:0005623	cell	cell
6364	6369	GO:0019835	cytolysis	lysis
17	21	GO:0005623	cell	cell
65	73	GO:0003675	obsolete	protein
266	275	GO:0016020	membrane	membrane.
320	328	GO:0003823	antigen	binding
320	328	GO:0019815	B	cell
320	328	GO:0042571	immunoglobulin	complex,
385	390	GO:0005488	binding	Bound
391	401	GO:0003823	antigen	binding
391	401	GO:0019815	B	cell
391	401	GO:0042571	immunoglobulin	complex,
462	470	GO:0003823	antigen	binding
462	470	GO:0019815	B	cell
462	470	GO:0042571	immunoglobulin	complex,
552	563	GO:0007610	behavior	Behavioural
621	632	GO:0065007	biological	regulation
968	979	GO:0007610	behavior	behavioural
1022	1033	GO:0007610	behavior	behavioural
1154	1168	GO:0003774	motor	activity
1428	1444	GO:0008542	visual	learning
1891	1895	GO:0036268	swimming	swim
2543	2547	GO:0036268	swimming	swim
2560	2564	GO:0036268	swimming	Swim
2842	2846	GO:0036268	swimming	swim
3283	3288	GO:0031672	A	band
3283	3288	GO:0031264	death-inducing	signaling
5059	5070	GO:0007610	behavior	Behavioural
5648	5668	GO:0002377	immunoglobulin	production
79	90	GO:0007610	behavior	behavioural
687	695	GO:0003675	obsolete	protein
809	823	GO:0044214	spanning	component
809	823	GO:0016021	integral	component
1600	1607	GO:0003675	obsolete	protein
1678	1687	GO:0003823	antigen	binding
1678	1687	GO:0019815	B	cell
1678	1687	GO:0042571	immunoglobulin	complex,
1745	1752	GO:0003675	obsolete	protein
1771	1777	GO:0005623	cell	cells.
1823	1830	GO:0003675	obsolete	protein
2503	2511	GO:0036268	swimming	Swimming
2691	2700	GO:0051235	maintenance	of
3117	3126	GO:0051235	maintenance	of
