Start	End	Ontology	Ontology Term	Annotated Term
166	181	GO:0006351	transcription,	DNA-templated
194	204	GO:0005777	peroxisome	peroxisome
462	468	GO:0040007	growth		growth
1028	1032	GO:0019013	viral		nucleocapsid
1600	1609	GO:0008152	metabolic	process
1600	1609	GO:0007552	metamorphosis	metabolic
1866	1875	GO:0023052	signaling	signaling
1880	1895	GO:0006351	transcription,	DNA-templated
1896	1906	GO:0065007	biological	regulation
2027	2038	GO:0008152	metabolic	process
2094	2109	GO:0006351	transcription,	DNA-templated
2123	2133	GO:0005777	peroxisome	peroxisome
2235	2245	GO:0065007	biological	regulation
2272	2295	GO:0006355	regulation	of
2677	2692	GO:0006351	transcription,	DNA-templated
3291	3298	GO:0033867	Fas-activated	serine/threonine
3656	3669	GO:0006351	transcription,	DNA-templated
3753	3778	GO:0004879	RNA		polymerase
3863	3871	GO:0007519	skeletal	muscle
3863	3871	GO:0048740	obsolete	striated
3882	3886	GO:0005623	cell		cell
4115	4130	GO:0006351	transcription,	DNA-templated
4145	4162	GO:0000262	mitochondrial	chromosome
4163	4176	GO:0006351	transcription,	DNA-templated
4463	4490	GO:0000266	mitochondrial	fission
4499	4508	GO:0009058	biosynthetic	process
4832	4845	GO:0006094	gluconeogenesis	gluconeogenic
5414	5426	GO:0042592	homeostatic	process
5453	5465	GO:0032502	developmental	process
5470	5476	GO:0040007	growth		growth
302	309	GO:0003675	obsolete	protein
336	340	GO:0005623	cell		cell
465	481	GO:0009409	response	to
584	592	GO:0003675	obsolete	protein
1222	1228	GO:0016265	death		deaths
2747	2753	GO:0040007	growth		growth
3370	3376	GO:0040007	growth		growth
3535	3541	GO:0040007	growth		growth
3683	3703	GO:0031012	extracellular	matrix
3968	3980	GO:0005739	mitochondrion	mitochondria
4188	4200	GO:0005739	mitochondrion	mitochondria
4304	4316	GO:0030016	myofibril	myofibrillar
4459	4467	GO:0003675	obsolete	protein
4480	4512	GO:0042775	mitochondrial	ATP
4513	4526	GO:0009461	obsolete	cytochrome
4513	4526	GO:0045155	electron	transporter,
4531	4541	GO:0045157	electron	transporter,
4531	4541	GO:0009458	obsolete	cytochrome
4531	4541	GO:0045158	electron	transporter,
4531	4541	GO:0009459	obsolete	cytochrome
4531	4541	GO:0045154	electron	transporter,
4531	4541	GO:0045153	electron	transporter,
4531	4541	GO:0045155	electron	transporter,
4531	4541	GO:0045156	electron	transporter,
4558	4583	GO:0006119	oxidative	phosphorylation
4601	4614	GO:0016467	obsolete	hydrogen-translocating
4601	4614	GO:0016468	obsolete	sodium-translocating
4755	4772	GO:0000262	mitochondrial	chromosome
5216	5227	GO:0007585	respiratory	gaseous
5216	5227	GO:0045333	cellular	respiration
