Start	End	Ontology	Ontology Term	Annotated Term
34	41	GO:0023052	signaling	Signals
64	81	GO:0007530	sex		determination
174	198	GO:0005104	fibroblast	growth
225	232	GO:0040007	growth		growth,
233	247	GO:0009653	anatomical	structure
286	291	GO:0005623	cell		cells
299	311	GO:0032502	developmental	process
387	405	GO:0007530	sex		determination
485	503	GO:0008584	male		gonad
558	565	GO:0023052	signaling	signals
738	745	GO:0023052	signaling	signals
758	776	GO:0007530	sex		determination
1274	1282	GO:0023052	signaling	signals.
1297	1314	GO:0007530	sex		determination
1414	1433	GO:0007165	signal		transduction
1451	1462	GO:0032502	developmental	process
1604	1615	GO:0032502	developmental	process
1690	1701	GO:0032502	developmental	process
2017	2022	GO:0005623	cell		cells
2150	2155	GO:0005623	cell		cells
2392	2404	GO:0000805	X		chromosome
2405	2412	GO:0003675	obsolete	protein
2638	2655	GO:0007530	sex		determination
2685	2702	GO:0048513	organ		development
2794	2812	GO:0008584	male		gonad
3085	3090	GO:0005623	cell		cells
3114	3123	GO:0009058	biosynthetic	process
3169	3198	GO:0060008	Sertoli		cell
3680	3685	GO:0005623	cell		cells
3794	3798	GO:0005623	cell		cell
3872	3876	GO:0005623	cell		cell
4559	4577	GO:0008584	male		gonad
4644	4662	GO:0007530	sex		determination
4891	4896	GO:0005623	cell		cells
5038	5043	GO:0005623	cell		cells
5175	5193	GO:0007165	signal		transduction
5415	5428	GO:0005576	extracellular	region
5429	5447	GO:0007165	signal		transduction
5479	5505	GO:0007538	primary		sex
5657	5676	GO:0008283	cell		proliferation
5689	5704	GO:0016477	cell		migration
5717	5727	GO:0009058	biosynthetic	process
5810	5817	GO:0023052	signaling	signals
6515	6540	GO:0007538	primary	sex
106	116	GO:0065007	biological	regulation
1089	1096	GO:0023052	signaling	signals
1147	1154	GO:0023052	signaling	signals
1197	1204	GO:0040007	growth	growth,
1205	1219	GO:0009653	anatomical	structure
1351	1359	GO:0003823	antigen	binding
1351	1359	GO:0019815	B	cell
1351	1359	GO:0042571	immunoglobulin	complex,
1415	1433	GO:0008406	gonad	development
1439	1446	GO:0003675	obsolete	protein
1604	1609	GO:0005623	cell	cells
1644	1649	GO:0005623	cell	cells
1883	1896	GO:0005886	plasma	membrane
2791	2796	GO:0007618	mating	mated
2791	2796	GO:1990277	parasexual	conjugation
2791	2796	GO:0000747	conjugation	with
2791	2796	GO:0009291	unidirectional	conjugation
2885	2892	GO:0003675	obsolete	protein
3184	3199	GO:0006351	transcription,	DNA-templated
3200	3210	GO:0065007	biological	regulation
3367	3390	GO:0051170	nuclear	import
3443	3456	GO:0005622	intracellular	intracellular
3481	3489	GO:0003675	obsolete	protein
3524	3535	GO:0065007	biological	regulation
3674	3687	GO:0005622	intracellular	intracellular
3726	3734	GO:0003823	antigen	binding
3726	3734	GO:0019815	B	cell
3726	3734	GO:0042571	immunoglobulin	complex,
3777	3789	GO:0051179	localization	localization
4033	4042	GO:0023052	signaling	signaling
4101	4120	GO:0008584	male	gonad
4834	4838	GO:0005623	cell	cell
4941	4945	GO:0005623	cell	cell
5033	5046	GO:0005576	extracellular	region
5192	5200	GO:0003823	antigen	binding
5192	5200	GO:0019815	B	cell
5192	5200	GO:0042571	immunoglobulin	complex,
5224	5229	GO:0005623	cell	cells
5245	5251	GO:0005623	cell	cells.
