Start	End	Ontology	Ontology Term	Annotated Term
13	21	GO:0003675	obsolete	protein
147	154	GO:0003675	obsolete	protein
160	175	GO:0006351	transcription,	DNA-templated
229	241	GO:0032502	developmental	process
415	424	GO:0003675	obsolete	protein
467	475	GO:0003675	obsolete	protein
616	624	GO:0003675	obsolete	protein
708	716	GO:0003675	obsolete	protein
851	859	GO:0003675	obsolete	protein
881	902	GO:0014069	postsynaptic	density
909	916	GO:0003675	obsolete	protein
929	935	GO:0003777	microtubule	motor
976	983	GO:0003675	obsolete	protein
1357	1372	GO:0006351	transcription,	DNA-templated
1534	1541	GO:0003675	obsolete	protein
1588	1603	GO:0006351	transcription,	DNA-templated
1661	1672	GO:0032502	developmental	process
2158	2175	GO:0007420	brain		development
2288	2297	GO:0009058	biosynthetic	process
2348	2361	GO:0007411	axon		guidance
2412	2430	GO:0001764	neuron		migration
2511	2528	GO:0007420	brain		development
3042	3050	GO:0003675	obsolete	protein
3423	3438	GO:0006351	transcription,	DNA-templated
3463	3470	GO:0003675	obsolete	protein
3760	3784	GO:0032502	developmental	process
4012	4023	GO:0032502	developmental	process
4627	4635	GO:0003675	obsolete	protein
4728	4738	GO:0065007	biological	regulation
4993	5004	GO:0032502	developmental	process
5024	5032	GO:0003675	obsolete	protein
5205	5213	GO:0003675	obsolete	protein
5396	5404	GO:0003675	obsolete	protein
5607	5615	GO:0003675	obsolete	protein
5841	5849	GO:0003675	obsolete	protein
964	971	GO:0003675	obsolete	protein
2434	2445	GO:0003677	DNA		binding
2594	2601	GO:0003675	obsolete	protein
3192	3199	GO:0003675	obsolete	protein
3632	3653	GO:0014069	postsynaptic	density
3660	3668	GO:0003675	obsolete	protein
3707	3725	GO:0043234	protein		complex
3726	3732	GO:0003777	microtubule	motor
3778	3791	GO:0005622	intracellular	intracellular
3807	3815	GO:0003675	obsolete	protein
3820	3830	GO:0043226	organelle	organelles
3894	3901	GO:0003675	obsolete	protein
4064	4072	GO:0003675	obsolete	protein
4962	4968	GO:0031672	A		band
5231	5236	GO:0031672	A		band
5422	5430	GO:0003675	obsolete	protein
5582	5590	GO:0003675	obsolete	protein
5662	5670	GO:0003675	obsolete	protein
2432	2439	GO:0003675	obsolete	protein
3077	3084	GO:0003675	obsolete	protein
3594	3601	GO:0003675	obsolete	protein
4270	4277	GO:0003675	obsolete	protein
5285	5290	GO:0005488	binding		binds
5412	5425	GO:0005622	intracellular	intracellular
5426	5434	GO:0031982	vesicle		vesicles
5486	5494	GO:0003675	obsolete	protein
5575	5585	GO:0023052	signaling	signalling
5683	5691	GO:0003675	obsolete	protein
5710	5718	GO:0003675	obsolete	protein
5748	5761	GO:0007411	axon		guidance
5769	5786	GO:0007420	brain		development
5819	5842	GO:0046907	intracellular	transport
5843	5861	GO:0043234	protein		complex
5862	5868	GO:0003777	microtubule	motor
5889	5895	GO:0003777	microtubule	motor
5989	5998	GO:0003675	obsolete	protein
5999	6009	GO:0043226	organelle	organelles
6014	6022	GO:0031982	vesicle		vesicles
49	54	GO:0005488	binding		binds
75	83	GO:0003675	obsolete	protein
129	136	GO:0003675	obsolete	protein
232	239	GO:0003675	obsolete	protein
344	351	GO:0003675	obsolete	protein
487	495	GO:0003675	obsolete	protein
535	542	GO:0003675	obsolete	protein
717	728	GO:0009056	catabolic	process
998	1008	GO:0023052	signaling	signalling
1027	1043	GO:0010467	gene		expression
1068	1079	GO:0051235	maintenance	of
1094	1101	GO:0005488	binding		binding
1168	1176	GO:0003675	obsolete	protein
1342	1351	GO:0006810	transport	transport
1377	1395	GO:0015629	actin		cytoskeleton
1424	1433	GO:0006810	transport	transport
1444	1455	GO:0005874	microtubule	microtubule
1489	1496	GO:0005634	nucleus		nucleus
1533	1552	GO:0030163	protein		catabolic
1586	1593	GO:0003675	obsolete	protein
1665	1686	GO:0014069	postsynaptic	density
1747	1754	GO:0007129	synapsis	synapse
1747	1754	GO:0045202	synapse		synapse
1763	1770	GO:0005634	nucleus		nucleus
1810	1817	GO:0003675	obsolete	protein
1978	1983	GO:0005488	binding		binds
2121	2133	GO:0051179	localization	localisation
2253	2265	GO:0051179	localization	localisation
2375	2384	GO:0005737	cytoplasm	cytoplasm
2438	2450	GO:0051179	localization	localisation
2593	2602	GO:0003675	obsolete	protein
3704	3715	GO:0006412	translation	translation
3765	3773	GO:0003675	obsolete	protein
3879	3887	GO:0003675	obsolete	protein
4522	4530	GO:0003675	obsolete	protein
4537	4544	GO:0003675	obsolete	protein
4995	5005	GO:0023052	signaling	signalling
5010	5019	GO:0006810	transport	transport
5337	5355	GO:0032502	developmental	process
5356	5371	GO:0006351	transcription,	DNA-templated
5523	5533	GO:0023052	signaling	signalling
5569	5584	GO:0010467	gene		expression
5950	5957	GO:0003675	obsolete	protein
6246	6253	GO:0003675	obsolete	protein
6552	6563	GO:0003677	DNA		binding
6655	6664	GO:0003675	obsolete	protein
1421	1432	GO:0003677	DNA		binding
2109	2114	GO:0005623	cell		cells
2620	2625	GO:0005623	cell		cells
3554	3561	GO:0045292	mRNA		cis
4523	4545	GO:0014069	postsynaptic	density
5116	5127	GO:0032502	developmental	process
