Start	End	Ontology	Ontology Term	Annotated Term
50	59	GO:0051235	maintenance	of
87	98	GO:0060384	innervation	innervation
235	244	GO:0097194	execution	phase
235	244	GO:0006915	apoptotic	process
271	282	GO:0032502	developmental	process
318	330	GO:0005163	nerve	growth
318	330	GO:0005165	neurotrophin	receptor
387	399	GO:0032502	developmental	process
464	475	GO:0060384	innervation	innervation
503	517	GO:0005163	nerve		growth
503	517	GO:0005165	neurotrophin	receptor
699	711	GO:0005163	nerve		growth
699	711	GO:0005165	neurotrophin	receptor
757	768	GO:0060384	innervation	innervation
1535	1548	GO:0005163	nerve		growth
1535	1548	GO:0005165	neurotrophin	receptor
1766	1782	GO:0043583	ear		development
1824	1836	GO:0060384	innervation	innervation,
1850	1861	GO:0060384	innervation	innervation
1922	1954	GO:0060119	inner		ear
2264	2273	GO:0097194	execution	phase
2264	2273	GO:0006915	apoptotic	process
2417	2422	GO:0005623	cell		cells
2779	2790	GO:0060384	innervation	innervation
2826	2837	GO:0032502	developmental	process
2925	2937	GO:0005163	nerve		growth
2925	2937	GO:0005165	neurotrophin	receptor
2958	2963	GO:0005623	cell		cells
3009	3020	GO:0032502	developmental	process
3069	3081	GO:0005163	nerve		growth
3069	3081	GO:0005165	neurotrophin	receptor
3134	3146	GO:0005163	nerve		growth
3134	3146	GO:0005165	neurotrophin	receptor
3324	3336	GO:0005163	nerve		growth
3324	3336	GO:0005165	neurotrophin	receptor
3821	3834	GO:0005163	nerve		growth
3821	3834	GO:0005165	neurotrophin	receptor
3979	3990	GO:0060384	innervation	innervation
4170	4182	GO:0005163	nerve		growth
4170	4182	GO:0005165	neurotrophin	receptor
4399	4408	GO:0051235	maintenance	of
4528	4537	GO:0051235	maintenance	of
4581	4606	GO:0035315	hair		cell
4747	4756	GO:0051235	maintenance	of
4811	4824	GO:0005163	nerve		growth
4811	4824	GO:0005165	neurotrophin	receptor
4993	5005	GO:0060384	innervation	innervation,
5146	5157	GO:0060384	innervation	innervation
5204	5215	GO:0060384	innervation	innervation
5392	5401	GO:0009058	biosynthetic	process
5578	5591	GO:0005163	nerve		growth
5578	5591	GO:0005165	neurotrophin	receptor
5642	5653	GO:0043005	neuron	projection
50	59	GO:0051235	maintenance	of
87	98	GO:0060384	innervation	innervation
235	244	GO:0097194	execution	phase
235	244	GO:0006915	apoptotic	process
271	282	GO:0032502	developmental	process
318	330	GO:0005163	nerve	growth
318	330	GO:0005165	neurotrophin	receptor
387	399	GO:0032502	developmental	process
464	475	GO:0060384	innervation	innervation
503	517	GO:0005163	nerve	growth
503	517	GO:0005165	neurotrophin	receptor
699	711	GO:0005163	nerve	growth
699	711	GO:0005165	neurotrophin	receptor
757	768	GO:0060384	innervation	innervation
1535	1548	GO:0005163	nerve	growth
1535	1548	GO:0005165	neurotrophin	receptor
1766	1782	GO:0043583	ear	development
1824	1836	GO:0060384	innervation	innervation,
1850	1861	GO:0060384	innervation	innervation
1922	1954	GO:0060119	inner	ear
2264	2273	GO:0097194	execution	phase
2264	2273	GO:0006915	apoptotic	process
2417	2422	GO:0005623	cell	cells
2779	2790	GO:0060384	innervation	innervation
2826	2837	GO:0032502	developmental	process
2925	2937	GO:0005163	nerve	growth
2925	2937	GO:0005165	neurotrophin	receptor
2958	2963	GO:0005623	cell	cells
3009	3020	GO:0032502	developmental	process
3069	3081	GO:0005163	nerve	growth
3069	3081	GO:0005165	neurotrophin	receptor
3134	3146	GO:0005163	nerve	growth
3134	3146	GO:0005165	neurotrophin	receptor
3324	3336	GO:0005163	nerve	growth
3324	3336	GO:0005165	neurotrophin	receptor
3821	3834	GO:0005163	nerve	growth
3821	3834	GO:0005165	neurotrophin	receptor
3979	3990	GO:0060384	innervation	innervation
4170	4182	GO:0005163	nerve	growth
4170	4182	GO:0005165	neurotrophin	receptor
4399	4408	GO:0051235	maintenance	of
4528	4537	GO:0051235	maintenance	of
4581	4606	GO:0035315	hair	cell
4747	4756	GO:0051235	maintenance	of
4811	4824	GO:0005163	nerve	growth
4811	4824	GO:0005165	neurotrophin	receptor
4993	5005	GO:0060384	innervation	innervation,
5146	5157	GO:0060384	innervation	innervation
5204	5215	GO:0060384	innervation	innervation
5392	5401	GO:0009058	biosynthetic	process
5578	5591	GO:0005163	nerve	growth
5578	5591	GO:0005165	neurotrophin	receptor
5642	5653	GO:0043005	neuron	projection
551	558	GO:0030061	mitochondrial	crista
1046	1057	GO:0060384	innervation	innervation
1071	1077	GO:0030061	mitochondrial	crista
1253	1259	GO:0030061	mitochondrial	crista
1260	1271	GO:0060384	innervation	innervation
1317	1328	GO:0060384	innervation	innervation
1507	1518	GO:0060384	innervation	innervation
1597	1608	GO:0060384	innervation	Innervation
2369	2380	GO:0060384	innervation	innervation
2586	2597	GO:0060384	innervation	innervation
2605	2609	GO:0097683	dinoflagellate	apex
2674	2685	GO:0060384	innervation	innervation
2782	2786	GO:0097683	dinoflagellate	apex
2829	2840	GO:0060384	innervation	innervation
2955	2967	GO:0005163	nerve	growth
2955	2967	GO:0005165	neurotrophin	receptor
3210	3215	GO:0097683	dinoflagellate	apex
3338	3350	GO:0005163	nerve	growth
3338	3350	GO:0005165	neurotrophin	receptor
3897	3908	GO:0060384	innervation	innervation
4089	4100	GO:0060384	innervation	innervation
4114	4122	GO:0030061	mitochondrial	crista
4247	4258	GO:0060384	innervation	innervation
4304	4315	GO:0060384	innervation	innervation
4436	4448	GO:0060384	innervation	innervation,
4786	4790	GO:0097683	dinoflagellate	apex
4885	4894	GO:0009058	biosynthetic	process
5206	5218	GO:0060384	innervation	innervation.
5306	5317	GO:0060384	innervation	innervation
5494	5505	GO:0060384	innervation	innervation
5643	5647	GO:0097683	dinoflagellate	apex
5813	5822	GO:0009058	biosynthetic	process
6059	6070	GO:0060384	innervation	innervation
6740	6752	GO:0043005	neuron	projection
6940	6944	GO:0097683	dinoflagellate	apex
57	66	GO:0009058	biosynthetic	process
681	689	GO:0003823	antigen	binding
681	689	GO:0019815	B	cell
681	689	GO:0042571	immunoglobulin	complex,
930	934	GO:0005623	cell	cell
1036	1041	GO:0097683	dinoflagellate	apex
1605	1610	GO:0005623	cell	cells
2254	2258	GO:0097683	dinoflagellate	apex
2441	2446	GO:0097683	dinoflagellate	apex
4089	4098	GO:0023052	signaling	signaling
4414	4425	GO:0060384	innervation	innervation
55	60	GO:0005623	cell	cells
164	169	GO:0005623	cell	cells
265	276	GO:0060384	innervation	innervation
679	683	GO:0097683	dinoflagellate	apex
922	927	GO:0097683	dinoflagellate	apex
1281	1285	GO:0097683	dinoflagellate	apex
1527	1538	GO:0060384	innervation	innervation
1586	1598	GO:0005163	nerve	growth
1586	1598	GO:0005165	neurotrophin	receptor
1603	1615	GO:0005163	nerve	growth
1603	1615	GO:0005165	neurotrophin	receptor
1727	1739	GO:0005163	nerve	growth
1727	1739	GO:0005165	neurotrophin	receptor
1920	1932	GO:0005163	nerve	growth
1920	1932	GO:0005165	neurotrophin	receptor
1970	1983	GO:0005163	nerve	growth
1970	1983	GO:0005165	neurotrophin	receptor
2091	2098	GO:0030061	mitochondrial	crista
2135	2142	GO:0023052	signaling	signal.
2148	2154	GO:0023052	signaling	signal
2250	2256	GO:0023052	signaling	signal
2409	2415	GO:0023052	signaling	signal
2793	2800	GO:0030061	mitochondrial	crista
3285	3291	GO:0023052	signaling	signal
3395	3401	GO:0023052	signaling	signal
3507	3513	GO:0023052	signaling	signal
3550	3556	GO:0023052	signaling	signal
3667	3673	GO:0023052	signaling	signal
3768	3774	GO:0023052	signaling	signal
