Start	End	Ontology	Ontology Term	Annotated Term
285	296	GO:0032502	developmental	process
450	461	GO:0032502	developmental	process
1225	1234	GO:0009058	biosynthetic	process
1311	1320	GO:0009058	biosynthetic	process
1473	1482	GO:0009058	biosynthetic	process
1528	1537	GO:0009058	biosynthetic	process
3260	3268	GO:0003823	antigen		binding
3260	3268	GO:0019815	B		cell
3260	3268	GO:0042571	immunoglobulin	complex,
3331	3341	GO:0003823	antigen	binding
3331	3341	GO:0019815	B		cell
3331	3341	GO:0042571	immunoglobulin	complex,
3618	3625	GO:0003675	obsolete	protein
4162	4173	GO:0032502	developmental	process
4614	4626	GO:0032502	developmental	process
522	531	GO:0007586	digestion	digestion
1809	1819	GO:0045120	pronucleus	Pronuclear
1977	1986	GO:0007586	digestion	digestion
2040	2050	GO:0045120	pronucleus	pronucleus
2095	2103	GO:0007618	mating		matings.
2095	2103	GO:1990277	parasexual	conjugation
2095	2103	GO:0000747	conjugation	with
2095	2103	GO:0009291	unidirectional	conjugation
3312	3321	GO:0009056	catabolic	process
4883	4887	GO:0031672	A		band
5143	5147	GO:0005623	cell		cell
5868	5876	GO:0003675	obsolete	protein
6181	6192	GO:0003823	antigen		binding
6181	6192	GO:0019815	B		cell
6181	6192	GO:0042571	immunoglobulin	complex,
6717	6725	GO:0003823	antigen		binding
6717	6725	GO:0019815	B		cell
6717	6725	GO:0042571	immunoglobulin	complex,
89	95	GO:0023052	signaling	signal
115	119	GO:0031672	A		band
131	137	GO:0023052	signaling	signal
2938	2948	GO:0031386	protein		tag
2949	2981	GO:0045098	type		III
2949	2981	GO:0045101	obsolete	glial
3180	3199	GO:0004601	peroxidase	activity
3410	3415	GO:0004617	phosphoglycerate	dehydrogenase
3483	3491	GO:0003823	antigen		binding
3483	3491	GO:0019815	B		cell
3483	3491	GO:0042571	immunoglobulin	complex,
3527	3536	GO:0003823	antigen	binding
3527	3536	GO:0019815	B	cell
3527	3536	GO:0042571	immunoglobulin	complex,
3649	3659	GO:0043205	fibril	fibrillary
3667	3674	GO:0003675	obsolete	protein
3675	3681	GO:0045101	obsolete	glial
3693	3704	GO:0003823	antigen	binding
3693	3704	GO:0019815	B	cell
3693	3704	GO:0042571	immunoglobulin	complex,
3792	3797	GO:0004617	phosphoglycerate	dehydrogenase
3880	3888	GO:0003823	antigen	binding
3880	3888	GO:0019815	B	cell
3880	3888	GO:0042571	immunoglobulin	complex,
4250	4258	GO:0003823	antigen	binding
4250	4258	GO:0019815	B	cell
4250	4258	GO:0042571	immunoglobulin	complex,
4259	4266	GO:0005488	binding	binding
4674	4682	GO:0016020	membrane	membrane
4826	4834	GO:0003823	antigen	binding
4826	4834	GO:0019815	B	cell
4826	4834	GO:0042571	immunoglobulin	complex,
5011	5019	GO:0016020	membrane	membrane
5062	5069	GO:0003675	obsolete	protein
5122	5131	GO:0016020	membrane	membranes
5196	5204	GO:0003823	antigen	binding
5196	5204	GO:0019815	B	cell
5196	5204	GO:0042571	immunoglobulin	complex,
5205	5212	GO:0005488	binding	binding
1738	1745	GO:0003675	obsolete	protein
2837	2844	GO:0003675	obsolete	protein
3009	3017	GO:0003823	antigen	binding
3009	3017	GO:0019815	B	cell
3009	3017	GO:0042571	immunoglobulin	complex,
3112	3119	GO:0003675	obsolete	protein
3132	3140	GO:0003823	antigen	binding
3132	3140	GO:0019815	B	cell
3132	3140	GO:0042571	immunoglobulin	complex,
4078	4085	GO:0003675	obsolete	protein
4185	4198	GO:0006351	transcription,	DNA-templated
5031	5049	GO:0043043	peptide	biosynthetic
5570	5579	GO:0009058	biosynthetic	process
1077	1086	GO:0009058	biosynthetic	process
1288	1297	GO:0009058	biosynthetic	process
1436	1445	GO:0009058	biosynthetic	process
1900	1905	GO:0007568	aging	ages,
2140	2145	GO:0019013	viral	nucleocapsid
2344	2348	GO:0007568	aging	ages
2561	2577	GO:0008088	axon	cargo
3227	3236	GO:0009058	biosynthetic	process
3460	3469	GO:0009058	biosynthetic	process
5459	5464	GO:0019013	viral	nucleocapsid
583	590	GO:0003675	obsolete	protein
675	679	GO:0046930	pore	complex
721	729	GO:0016020	membrane	membrane
2846	2855	GO:0031386	protein	tag
2983	2987	GO:0045101	obsolete	glial
3163	3169	GO:0040007	growth	growth
3456	3465	GO:0050890	cognition	cognition
3742	3750	GO:0036268	swimming	swimming
3858	3862	GO:0036268	swimming	swim
4366	4374	GO:0003675	obsolete	protein
5457	5465	GO:0007610	behavior	behavior
5866	5883	GO:0007623	circadian	rhythm
6417	6425	GO:0003675	obsolete	protein
700	707	GO:0003675	obsolete	protein
804	817	GO:0005576	extracellular	region
928	938	GO:0065007	biological	regulation
2381	2388	GO:0005625	obsolete	soluble
3589	3594	GO:0019013	viral	nucleocapsid
4019	4029	GO:0009058	biosynthetic	process
5007	5020	GO:0006909	phagocytosis	phagocytosis.
5359	5369	GO:0008152	metabolic	process
5667	5676	GO:0009058	biosynthetic	process
6273	6278	GO:0005623	cell	cells
190	200	GO:0003823	antigen	binding
190	200	GO:0019815	B	cell
190	200	GO:0042571	immunoglobulin	complex,
337	345	GO:0003823	antigen	binding
337	345	GO:0019815	B	cell
337	345	GO:0042571	immunoglobulin	complex,
1409	1417	GO:0003823	antigen	binding
1409	1417	GO:0019815	B	cell
1409	1417	GO:0042571	immunoglobulin	complex,
1559	1572	GO:0006909	phagocytosis	phagocytosis,
1652	1663	GO:0003823	antigen	binding
1652	1663	GO:0019815	B	cell
1652	1663	GO:0042571	immunoglobulin	complex,
2029	2041	GO:0006954	inflammatory	response
2062	2070	GO:0003823	antigen	binding
2062	2070	GO:0019815	B	cell
2062	2070	GO:0042571	immunoglobulin	complex,
2557	2581	GO:0097418	neurofibrillary	tangle
2768	2775	GO:0003675	obsolete	protein
3010	3017	GO:0003675	obsolete	protein
3095	3102	GO:0003675	obsolete	protein
3266	3273	GO:0003675	obsolete	protein
3317	3330	GO:0005576	extracellular	region
3430	3439	GO:0009058	biosynthetic	process
3541	3548	GO:0003675	obsolete	protein
4070	4078	GO:0036268	swimming	swimming
4196	4215	GO:0007611	learning	or
4772	4781	GO:0009058	biosynthetic	process
4955	4967	GO:0032502	developmental	process
5246	5256	GO:0009058	biosynthetic	process
5421	5433	GO:0009056	catabolic	process
5446	5458	GO:0006909	phagocytosis	phagocytosis
5853	5862	GO:0009058	biosynthetic	process
5905	5917	GO:0006909	phagocytosis	phagocytosis
13	24	GO:0032502	developmental	process
