Start	End	Ontology	Ontology Term	Annotated Term
178	188	GO:0008152	metabolic	process
1140	1188	GO:0003863	3-methyl-2-oxobutanoate	dehydrogenase
1285	1294	GO:0008152	metabolic	process
1285	1294	GO:0007552	metamorphosis	metabolic
1460	1507	GO:0003863	3-methyl-2-oxobutanoate	dehydrogenase
1939	1951	GO:0009405	pathogenesis	pathogenesis
2674	2688	GO:0003863	3-methyl-2-oxobutanoate	dehydrogenase
2937	2951	GO:0003863	3-methyl-2-oxobutanoate	dehydrogenase
3144	3158	GO:0003863	3-methyl-2-oxobutanoate	dehydrogenase
3529	3538	GO:0003675	obsolete	protein
3819	3842	GO:0010240	plastid		pyruvate
3855	3878	GO:0004374	obsolete	glycine
3855	3878	GO:0019464	glycine		decarboxylation
3855	3878	GO:0005960	glycine		cleavage
3918	3928	GO:0065007	biological	regulation
3929	3938	GO:0003675	obsolete	protein
3963	3974	GO:0016791	phosphatase	activity
4028	4043	GO:0016310	phosphorylation	phosphorylation
4063	4080	GO:0016311	dephosphorylation	dephosphorylation
4363	4373	GO:0065007	biological	regulation
4385	4396	GO:0016791	phosphatase	activity
4489	4496	GO:0003675	obsolete	protein
4615	4624	GO:0008152	metabolic	process
4615	4624	GO:0007552	metamorphosis	metabolic
4899	4909	GO:0008152	metabolic	process
4938	4952	GO:0003863	3-methyl-2-oxobutanoate	dehydrogenase
5259	5263	GO:0043336	site-specific	telomere
6353	6359	GO:0043840	branched-chain	amino
320	326	GO:0005623	cell		cells.
546	557	GO:0032502	developmental	process
1365	1370	GO:0005623	cell		cells
1423	1428	GO:0005623	cell		cells
1800	1805	GO:0005623	cell		cells
2367	2373	GO:0005623	cell		cells.
2945	2949	GO:0005623	cell		cell
2988	2992	GO:0005623	cell		cell
3323	3331	GO:0003823	antigen		binding
3323	3331	GO:0019815	B		cell
3323	3331	GO:0042571	immunoglobulin	complex,
3604	3610	GO:0023052	signaling	signal
3633	3638	GO:0005623	cell		cells
3682	3695	GO:0005739	mitochondrion	mitochondria,
4204	4215	GO:0006412	translation	translation
