Start	End	Ontology	Ontology Term	Annotated Term
871	875	GO:0004239	obsolete	methionyl
1591	1609	GO:0098687	chromosomal	region
1966	1971	GO:0005623	cell		cells
2250	2261	GO:0006280	obsolete	mutagenesis
3684	3695	GO:0022831	narrow		pore,
4304	4314	GO:0005694	chromosome	Chromosome
4473	4479	GO:0004239	obsolete	methionyl
2286	2294	GO:0045292	mRNA		cis
4507	4515	GO:0043495	protein		anchor
5231	5240	GO:0008152	metabolic	process
5231	5240	GO:0007552	metamorphosis	metabolic
5530	5537	GO:0003675	obsolete	protein
5673	5682	GO:0023052	signaling	signaling
5840	5847	GO:0003675	obsolete	protein
6180	6187	GO:0005488	binding		binding
6232	6245	GO:0044214	spanning	component
6232	6245	GO:0016021	integral	component
6411	6432	GO:0005783	endoplasmic	reticulum
6439	6446	GO:0005488	binding		binding
6454	6467	GO:0005622	intracellular	intracellular
157	165	GO:0003675	obsolete	protein
200	205	GO:0005623	cell		cells
278	286	GO:0003823	antigen		binding
278	286	GO:0019815	B		cell
278	286	GO:0042571	immunoglobulin	complex,
385	392	GO:0003675	obsolete	protein
672	676	GO:0007568	aging		aged
1638	1644	GO:0004239	obsolete	methionyl
1806	1819	GO:0005622	intracellular	intracellular
1825	1834	GO:0023052	signaling	signaling
1860	1872	GO:0009405	pathogenesis	pathogenesis
2424	2434	GO:0005694	chromosome	Chromosome
3833	3840	GO:0007618	mating		mating;
3833	3840	GO:1990277	parasexual	conjugation
3833	3840	GO:0000747	conjugation	with
3833	3840	GO:0009291	unidirectional	conjugation
3870	3894	GO:0007618PHENOTYPE	mating	phenotype
3984	3991	GO:0003675	obsolete	protein
4584	4594	GO:0003823	antigen		binding
4584	4594	GO:0019815	B		cell
4584	4594	GO:0042571	immunoglobulin	complex,
5206	5211	GO:0004617	phosphoglycerate	dehydrogenase
5297	5308	GO:0003823	antigen		binding
5297	5308	GO:0019815	B		cell
5297	5308	GO:0042571	immunoglobulin	complex,
5344	5352	GO:0003823	antigen		binding
5344	5352	GO:0019815	B		cell
5344	5352	GO:0042571	immunoglobulin	complex,
5438	5446	GO:0003823	antigen		binding
5438	5446	GO:0019815	B		cell
5438	5446	GO:0042571	immunoglobulin	complex,
5641	5651	GO:0003823	antigen		binding
5641	5651	GO:0019815	B		cell
5641	5651	GO:0042571	immunoglobulin	complex,
6247	6257	GO:0003823	antigen		binding
6247	6257	GO:0019815	B		cell
6247	6257	GO:0042571	immunoglobulin	complex,
35	43	GO:0003823	antigen		binding
35	43	GO:0019815	B		cell
35	43	GO:0042571	immunoglobulin	complex,
167	177	GO:0003823	antigen		binding
167	177	GO:0019815	B		cell
167	177	GO:0042571	immunoglobulin	complex,
4650	4658	GO:0003675	obsolete	protein
4705	4712	GO:0003675	obsolete	protein
4744	4749	GO:0019835	cytolysis	lysis
4854	4859	GO:0019835	cytolysis	lysis
5052	5062	GO:0003823	antigen	binding
5052	5062	GO:0019815	B	cell
5052	5062	GO:0042571	immunoglobulin	complex,
5222	5232	GO:0005694	chromosome	Chromosome
1649	1656	GO:0003675	obsolete	protein
1945	1953	GO:0003823	antigen	binding
1945	1953	GO:0019815	B	cell
1945	1953	GO:0042571	immunoglobulin	complex,
2043	2051	GO:0003823	antigen	binding
2043	2051	GO:0019815	B	cell
2043	2051	GO:0042571	immunoglobulin	complex,
2791	2801	GO:0005694	chromosome	Chromosome
4961	4968	GO:0003675	obsolete	protein
5474	5482	GO:0003823	antigen	binding
5474	5482	GO:0019815	B	cell
5474	5482	GO:0042571	immunoglobulin	complex,
6097	6102	GO:0007568	aging	Aging
