Start	End	Ontology	Ontology Term	Annotated Term
679	688	GO:0003675	obsolete	protein
794	804	GO:0046903	secretion	secretion.
1641	1650	GO:0046903	secretion	secretion
1764	1773	GO:0046903	secretion	secretion
1860	1869	GO:0046903	secretion	secretion
1912	1921	GO:0046903	secretion	secretion
2086	2095	GO:0046903	secretion	secretion
2195	2218	GO:0042632	cholesterol	homeostasis
2296	2305	GO:0008152	metabolic	process
2296	2305	GO:0007552	metamorphosis	metabolic
3198	3208	GO:0030849	autosome	autosomal,
4054	4063	GO:0007588	excretion	excretion
4138	4147	GO:0046903	secretion	secretion
4345	4353	GO:0016020	membrane	membrane
4420	4427	GO:0004239	obsolete	methionyl
4455	4465	GO:0005694	chromosome	chromosome
4690	4698	GO:0003675	obsolete	protein
5220	5228	GO:0003675	obsolete	protein
5269	5282	GO:0044214	spanning	component
5269	5282	GO:0016021	integral	component
5317	5330	GO:0044214	spanning	component
5317	5330	GO:0016021	integral	component
5360	5377	GO:0042626	ATPase		activity,
5410	5418	GO:0003675	obsolete	protein
5861	5865	GO:0005623	cell		cell
6107	6111	GO:0004235	obsolete	matrilysin
6135	6156	GO:0051641	cellular	localization
6170	6178	GO:0003675	obsolete	protein
319	328	GO:0046903	secretion	secretion
343	364	GO:0050892	intestinal	absorption
733	742	GO:0046903	secretion	secretion
773	783	GO:0046903	secretion	secretion,
866	875	GO:0046903	secretion	secretion
1040	1044	GO:0005623	cell		cell
1969	1974	GO:0005623	cell		cells
2125	2129	GO:0005623	cell		cell
2256	2261	GO:0005623	cell		cells
2546	2550	GO:0005623	cell		cell
2604	2608	GO:0005623	cell		cell
2750	2755	GO:0005623	cell		cells
3853	3858	GO:0019835	cytolysis	lysis
3931	3941	GO:0004196	obsolete	saccharopepsin
3931	3941	GO:0004175	endopeptidase	activity
596	605	GO:0016020	membrane	membrane.
1116	1137	GO:0001171	reverse		transcription
1188	1196	GO:0045292	mRNA		cis
1415	1424	GO:0009058	biosynthetic	process
2223	2232	GO:0009058	biosynthetic	process
2668	2689	GO:0001171	reverse		transcription
3443	3454	GO:0004600	obsolete	cyclophilin
3443	3454	GO:0016018	cyclosporin	A
3762	3774	GO:0004600	obsolete	cyclophilin
3762	3774	GO:0016018	cyclosporin	A
4150	4154	GO:0033867	Fas-activated	serine/threonine
4155	4162	GO:0003675	obsolete	protein
4205	4213	GO:0033867	Fas-activated	serine/threonine
4590	4594	GO:0033867	Fas-activated	serine/threonine
4595	4602	GO:0003675	obsolete	protein
4807	4811	GO:0033867	Fas-activated	serine/threonine
605	624	GO:0002377	immunoglobulin	production
673	683	GO:0003823	antigen		binding
673	683	GO:0019815	B		cell
673	683	GO:0042571	immunoglobulin	complex,
775	785	GO:0003823	antigen	binding
775	785	GO:0019815	B	cell
775	785	GO:0042571	immunoglobulin	complex,
955	964	GO:0016020	membrane	membranes
1076	1081	GO:0019835	cytolysis	lysis
1688	1693	GO:0019835	cytolysis	lysis
1702	1718	GO:0005886	plasma	membrane
1763	1770	GO:0003675	obsolete	protein
1825	1832	GO:0003675	obsolete	protein
1997	2005	GO:0003675	obsolete	protein
2062	2072	GO:0016020	membrane	membranes.
2073	2082	GO:0016020	membrane	Membranes
2221	2229	GO:0003823	antigen	binding
2221	2229	GO:0019815	B	cell
2221	2229	GO:0042571	immunoglobulin	complex,
3124	3132	GO:0003823	antigen	binding
3124	3132	GO:0019815	B	cell
3124	3132	GO:0042571	immunoglobulin	complex,
3195	3200	GO:0004617	phosphoglycerate	dehydrogenase
3268	3276	GO:0003823	antigen	binding
3268	3276	GO:0019815	B	cell
3268	3276	GO:0042571	immunoglobulin	complex,
3376	3384	GO:0003823	antigen	binding
3376	3384	GO:0019815	B	cell
3376	3384	GO:0042571	immunoglobulin	complex,
3721	3726	GO:0004617	phosphoglycerate	dehydrogenase
3941	3949	GO:0003823	antigen	binding
3941	3949	GO:0019815	B	cell
3941	3949	GO:0042571	immunoglobulin	complex,
4493	4498	GO:0005623	cell	cells
4505	4510	GO:0005623	cell	cells
4689	4694	GO:0005623	cell	cells
5090	5095	GO:0005623	cell	cells
5127	5132	GO:0005623	cell	cells
67	72	GO:0005623	cell	cells
225	230	GO:0005623	cell	cells
257	262	GO:0004617	phosphoglycerate	dehydrogenase
331	339	GO:0003823	antigen	binding
331	339	GO:0019815	B	cell
331	339	GO:0042571	immunoglobulin	complex,
451	463	GO:0071736	IgG	immunoglobulin
480	485	GO:0005623	cell	Cells
1061	1070	GO:0046903	secretion	secretion
1094	1104	GO:0046903	secretion	secretion,
1902	1917	GO:0003824	catalytic	activity
1930	1940	GO:0005792	obsolete	microsome
2165	2175	GO:0005792	obsolete	microsome
2289	2296	GO:0051235	maintenance	of
2962	2970	GO:0003675	obsolete	protein
4573	4582	GO:0045292	mRNA	cis
4658	4662	GO:0005623	cell	cell
817	825	GO:0045292	mRNA	cis
897	904	GO:0003675	obsolete	protein
1367	1375	GO:0003675	obsolete	protein
4034	4040	GO:0033867	Fas-activated	serine/threonine
4675	4683	GO:0003675	obsolete	protein
4871	4886	GO:0010467	gene	expression
4891	4906	GO:0003824	catalytic	activity
5039	5057	GO:0016125	sterol	metabolic
5897	5912	GO:0003824	catalytic	activity
5954	5980	GO:0042282	hydroxymethylglutaryl-CoA	reductase
5954	5980	GO:0004420	hydroxymethylglutaryl-CoA	reductase
6014	6040	GO:0042282	hydroxymethylglutaryl-CoA	reductase
6014	6040	GO:0004420	hydroxymethylglutaryl-CoA	reductase
414	426	GO:0051179	localization	Localization
436	443	GO:0003675	obsolete	protein
675	683	GO:0003823	antigen	binding
675	683	GO:0019815	B	cell
675	683	GO:0042571	immunoglobulin	complex,
802	810	GO:0003823	antigen	binding
802	810	GO:0019815	B	cell
802	810	GO:0042571	immunoglobulin	complex,
850	860	GO:0003823	antigen	binding
850	860	GO:0019815	B	cell
850	860	GO:0042571	immunoglobulin	complex,
1005	1013	GO:0016020	membrane	membrane
1086	1096	GO:0003823	antigen	binding
1086	1096	GO:0019815	B	cell
1086	1096	GO:0042571	immunoglobulin	complex,
1226	1233	GO:0003675	obsolete	protein
1335	1344	GO:0003823	antigen	binding
1335	1344	GO:0019815	B	cell
1335	1344	GO:0042571	immunoglobulin	complex,
1354	1358	GO:0031672	A	band
1389	1397	GO:0003823	antigen	binding
1389	1397	GO:0019815	B	cell
1389	1397	GO:0042571	immunoglobulin	complex,
1432	1436	GO:0031672	A	band
1495	1499	GO:0031672	A	band
1610	1618	GO:0003823	antigen	binding
1610	1618	GO:0019815	B	cell
1610	1618	GO:0042571	immunoglobulin	complex,
1746	1750	GO:0031672	A	band
1771	1779	GO:0003823	antigen	binding
1771	1779	GO:0019815	B	cell
1771	1779	GO:0042571	immunoglobulin	complex,
1788	1792	GO:0031672	A	band
1816	1824	GO:0000224	peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine	amidase
1857	1865	GO:0003823	antigen	binding
1857	1865	GO:0019815	B	cell
1857	1865	GO:0042571	immunoglobulin	complex,
2033	2043	GO:0003823	antigen	binding
2033	2043	GO:0019815	B	cell
2033	2043	GO:0042571	immunoglobulin	complex,
2103	2108	GO:0031672	A	band
2175	2186	GO:0003823	antigen	binding
2175	2186	GO:0019815	B	cell
2175	2186	GO:0042571	immunoglobulin	complex,
2225	2233	GO:0003823	antigen	binding
2225	2233	GO:0019815	B	cell
2225	2233	GO:0042571	immunoglobulin	complex,
2292	2298	GO:0005623	cell	cells,
2371	2376	GO:0005623	cell	cells
2588	2596	GO:0003823	antigen	binding
2588	2596	GO:0019815	B	cell
2588	2596	GO:0042571	immunoglobulin	complex,
2683	2691	GO:0003823	antigen	binding
2683	2691	GO:0019815	B	cell
2683	2691	GO:0042571	immunoglobulin	complex,
3163	3171	GO:0003823	antigen	binding
3163	3171	GO:0019815	B	cell
3163	3171	GO:0042571	immunoglobulin	complex,
3237	3245	GO:0003823	antigen	binding
3237	3245	GO:0019815	B	cell
3237	3245	GO:0042571	immunoglobulin	complex,
3462	3470	GO:0003823	antigen	binding
3462	3470	GO:0019815	B	cell
3462	3470	GO:0042571	immunoglobulin	complex,
3577	3592	GO:0042626	ATPase	activity,
3716	3724	GO:0003675	obsolete	protein
4055	4063	GO:0003823	antigen	binding
4055	4063	GO:0019815	B	cell
4055	4063	GO:0042571	immunoglobulin	complex,
4245	4254	GO:0046903	secretion	secretion
4555	4564	GO:0046903	secretion	secretion
4703	4712	GO:0046903	secretion	secretion
4755	4764	GO:0046903	secretion	secretion
4795	4804	GO:0046903	secretion	secretion
4868	4877	GO:0046903	secretion	secretion
4930	4940	GO:0046903	secretion	secretion,
5207	5216	GO:0046903	secretion	secretion
5379	5388	GO:0046903	secretion	secretion
5538	5547	GO:0046903	secretion	secretion
5646	5655	GO:0046903	secretion	secretion
5868	5877	GO:0046903	secretion	secretion
5979	5988	GO:0046903	secretion	secretion
6137	6147	GO:0046903	secretion	secretion.
6177	6186	GO:0046903	secretion	secretion
1137	1154	GO:0003824	catalytic	activity
1282	1302	GO:0006699	bile	acid
1622	1631	GO:0046903	secretion	secretion
1697	1706	GO:0046903	secretion	secretion
1873	1882	GO:0046903	secretion	secretion
2507	2516	GO:0046903	secretion	secretion
3407	3422	GO:0003824	catalytic	activity
3742	3757	GO:0003824	catalytic	activity
4401	4408	GO:0003675	obsolete	protein
4427	4437	GO:0046903	secretion	secretion.
4507	4517	GO:0007588	excretion	excretion,
4653	4662	GO:0046903	secretion	secretion
4698	4708	GO:0046903	secretion	secretion.
5307	5316	GO:0046903	secretion	secretion
5538	5546	GO:0003675	obsolete	protein
5731	5740	GO:0046903	secretion	secretion
5861	5869	GO:0003675	obsolete	protein
6027	6036	GO:0046903	secretion	secretion
268	277	GO:0046903	secretion	secretion
474	481	GO:0003675	obsolete	protein
626	635	GO:0046903	secretion	secretion
714	723	GO:0046903	secretion	secretion
1026	1032	GO:0004239	obsolete	methionyl
1681	1685	GO:0005623	cell	cell
1839	1850	GO:0003823	antigen	binding
1839	1850	GO:0019815	B	cell
1839	1850	GO:0042571	immunoglobulin	complex,
2077	2099	GO:0005783	endoplasmic	reticulum
2256	2264	GO:0003823	antigen	binding
2256	2264	GO:0019815	B	cell
2256	2264	GO:0042571	immunoglobulin	complex,
2313	2325	GO:0051179	localization	localization
2376	2384	GO:0003675	obsolete	protein
2632	2640	GO:0003823	antigen	binding
2632	2640	GO:0019815	B	cell
2632	2640	GO:0042571	immunoglobulin	complex,
3127	3135	GO:0003675	obsolete	protein
3709	3718	GO:0046903	secretion	secretion
4102	4110	GO:0003675	obsolete	protein
4422	4431	GO:0046903	secretion	secretion
4640	4650	GO:0046903	secretion	secretion,
4679	4688	GO:0046903	secretion	secretion
4807	4816	GO:0046903	secretion	secretion
5810	5818	GO:0003823	antigen	binding
5810	5818	GO:0019815	B	cell
5810	5818	GO:0042571	immunoglobulin	complex,
5879	5888	GO:0003823	antigen	binding
5879	5888	GO:0019815	B	cell
5879	5888	GO:0042571	immunoglobulin	complex,
6561	6565	GO:0031672	A	band
6590	6594	GO:0031672	A	band
6618	6623	GO:0031672	A	band
1371	1386	GO:0003824	catalytic	activity
1578	1586	GO:0035188	hatching	(hatched
1846	1863	GO:0003824	catalytic	activity
2280	2284	GO:0031672	A	band
2415	2420	GO:0004617	phosphoglycerate	dehydrogenase
2442	2448	GO:0031672	A	band
2649	2653	GO:0031672	A	band
2868	2872	GO:0031672	A	band
2898	2902	GO:0031672	A	band
2932	2938	GO:0023052	signaling	signal
3042	3049	GO:0003675	obsolete	protein
3239	3244	GO:0005623	cell	cells
3390	3399	GO:0003823	antigen	binding
3390	3399	GO:0019815	B	cell
3390	3399	GO:0042571	immunoglobulin	complex,
3436	3441	GO:0005623	cell	cells
3552	3557	GO:0005623	cell	cells
3598	3606	GO:0003823	antigen	binding
3598	3606	GO:0019815	B	cell
3598	3606	GO:0042571	immunoglobulin	complex,
3616	3624	GO:0016020	membrane	membrane
3676	3681	GO:0005623	cell	cells
3711	3719	GO:0003823	antigen	binding
3711	3719	GO:0019815	B	cell
3711	3719	GO:0042571	immunoglobulin	complex,
3803	3808	GO:0005623	cell	cells
3849	3857	GO:0003823	antigen	binding
3849	3857	GO:0019815	B	cell
3849	3857	GO:0042571	immunoglobulin	complex,
