Start	End	Ontology	Ontology Term	Annotated Term
266	273	GO:0005488	binding		binding
396	424	GO:1990402	embryonic	liver
631	644	GO:0006351	transcription,	DNA-templated
1499	1512	GO:0006351	transcription,	DNA-templated
1538	1547	GO:0009058	biosynthetic	process
1552	1564	GO:0031099	regeneration	regeneration
2188	2197	GO:0003675	obsolete	protein
2230	2241	GO:0042592	homeostatic	process
2246	2260	GO:0098754	detoxification	detoxification
2285	2289	GO:0005488	binding		bind
2643	2647	GO:0019013	viral		nucleocapsid
3346	3353	GO:0003675	obsolete	protein
3361	3395	GO:0005172	vascular	endothelial
3455	3466	GO:0032502	developmental	process
3528	3542	GO:0009793	embryo		development
3528	3542	GO:0009792	embryo		development
3528	3542	GO:0009790	embryo		development
3647	3655	GO:0001906	cell		killing
3647	3655	GO:0019835	cytolysis	necrosis
3647	3655	GO:0008220	obsolete	necrosis
3647	3655	GO:0070265	necrotic	cell
3647	3655	GO:0008219	cell		death
5098	5120	GO:0005373	obsolete	heavy
5195	5217	GO:0006749	glutathione	metabolic
5967	5971	GO:0043863	4-hydroxy-2-ketopimelate	aldolase
5998	6003	GO:0005623	cell		cells
1559	1574	GO:0010467	gene		expression
1844	1853	GO:0009058	biosynthetic	process
1904	1917	GO:0006351	transcription,	DNA-templated
2843	2849	GO:0023052	signaling	signal
3028	3032	GO:0019013	viral		nucleocapsid
3629	3636	GO:0004422	hypoxanthine	phosphoribosyltransferase
3975	3982	GO:0004239	obsolete	methionyl
4286	4290	GO:0004422	hypoxanthine	phosphoribosyltransferase
4527	4534	GO:0003675	obsolete	protein
4586	4593	GO:0003675	obsolete	protein
4796	4803	GO:0005488	binding	binding
5038	5045	GO:0005488	binding	binding
0	4	GO:0005623	cell	Cell
152	157	GO:0004617	phosphoglycerate	dehydrogenase
271	276	GO:0005623	cell	cells
514	518	GO:0005623	cell	Cell
586	590	GO:0005623	cell	cell
766	771	GO:0005623	cell	cells
1045	1050	GO:0005623	cell	cells
1142	1147	GO:0005623	cell	cells
1293	1297	GO:0005623	cell	cell
1521	1526	GO:0005623	cell	cells
1670	1691	GO:0006750	glutathione	biosynthetic
1705	1710	GO:0005623	cell	cells
1922	1940	GO:0008283	cell	proliferation
2859	2870	GO:0006412	translation	translation
2897	2904	GO:0003675	obsolete	protein
3398	3402	GO:0031672	A	band
3434	3440	GO:0023052	signaling	signal
3568	3575	GO:0003675	obsolete	protein
3616	3635	GO:0032993	protein-DNA	complex
3740	3747	GO:0003675	obsolete	protein
4452	4459	GO:0023052	signaling	signals
4836	4851	GO:0010467	gene	expression
5298	5302	GO:0019013	viral	nucleocapsid
5374	5387	GO:0006351	transcription,	DNA-templated
5587	5591	GO:0019013	viral	nucleocapsid
5888	5892	GO:0019013	viral	nucleocapsid
6596	6611	GO:0006351	transcription,	DNA-templated
6683	6696	GO:0006351	transcription,	DNA-templated
6863	6870	GO:0005488	binding	binding
385	403	GO:0005515	protein	binding
733	746	GO:0006351	transcription,	DNA-templated
979	983	GO:0019013	viral	nucleocapsid
1057	1070	GO:0006351	transcription,	DNA-templated
1168	1181	GO:0006351	transcription,	DNA-templated
1272	1279	GO:0005488	binding	binding
1441	1448	GO:0005488	binding	binding
2396	2400	GO:0019013	viral	nucleocapsid
2461	2474	GO:0006351	transcription,	DNA-templated
3095	3102	GO:0003675	obsolete	protein
3405	3413	GO:0003675	obsolete	protein
3443	3453	GO:0007519	skeletal	muscle
3443	3453	GO:0048740	obsolete	striated
3802	3806	GO:0019013	viral	nucleocapsid
3860	3873	GO:0006351	transcription,	DNA-templated
3984	3991	GO:0005488	binding	binding
4053	4060	GO:0003675	obsolete	protein
4441	4449	GO:0003675	obsolete	protein
4487	4494	GO:0003675	obsolete	protein
4511	4533	GO:0005373	obsolete	heavy
