Start	End	Ontology	Ontology Term	Annotated Term
8	20	GO:0051179	localization	localization
49	66	GO:0007420	brain		development
125	132	GO:0003675	obsolete	protein
426	443	GO:0007420	brain		development
523	530	GO:0003675	obsolete	protein
544	557	GO:0009793	embryo		development
544	557	GO:0009792	embryo		development
544	557	GO:0009790	embryo		development
664	669	GO:0005623	cell		cells
728	740	GO:0051179	localization	localization
746	755	GO:0005737	cytoplasm	cytoplasm
759	766	GO:0005634	nucleus		nucleus
857	861	GO:0005623	cell		cell
932	939	GO:0005829	cytosol		cytosol
960	965	GO:0005623	cell		cells
1006	1013	GO:0003675	obsolete	protein
1038	1045	GO:0005829	cytosol		cytosol
1049	1054	GO:0005623	cell		cells
1096	1107	GO:0009844	obsolete	germination
1194	1199	GO:0005623	cell		cells
1276	1284	GO:0005634	nucleus		nucleus.
1294	1299	GO:0005623	cell		cells
1358	1366	GO:0005634	nucleus		nucleus,
1375	1406	GO:0045098	type	III
1375	1406	GO:0045101	obsolete	glial
1554	1565	GO:0005654	nucleoplasm	nucleoplasm
1580	1586	GO:0005634	nucleus		nuclei
1625	1629	GO:0005623	cell		cell
1702	1708	GO:0005634	nucleus		nuclei
1712	1717	GO:0005623	cell		cells
1734	1751	GO:0007420	brain		development
1786	1792	GO:0005634	nucleus		nuclei
1805	1810	GO:0005623	cell		cells
1858	1864	GO:0005634	nucleus		nuclei
1904	1909	GO:0005623	cell		cells
1985	1994	GO:0003675	obsolete	protein
2001	2005	GO:0005488	binding		bind
2150	2154	GO:0019013	viral		nucleocapsid
2411	2432	GO:0005543	phospholipid	binding
2514	2522	GO:0003675	obsolete	protein
2745	2764	GO:0042583	chromaffin	granule
2779	2788	GO:0016020	membrane	membranes
2937	2942	GO:0005623	cell		cells
2966	2973	GO:0005829	cytosol		cytosol
3056	3063	GO:0005634	nucleus		nucleus
3587	3599	GO:0051179	localization	localization
3629	3654	GO:0045445	myoblast	differentiation
3675	3680	GO:0005623	cell		cells
3685	3692	GO:0003675	obsolete	protein
3724	3731	GO:0005829	cytosol		cytosol
3736	3754	GO:0005624	obsolete	membrane
3779	3784	GO:0005623	cell		cells
3818	3835	GO:0005624	obsolete	membrane
3979	3999	GO:0070527	platelet	aggregation
4271	4288	GO:0007420	brain		development
4573	4578	GO:0005623	cell		cells
4660	4671	GO:0032502	developmental	process
4727	4734	GO:0003675	obsolete	protein
4955	4963	GO:0045292	mRNA		cis
5258	5265	GO:0003675	obsolete	protein
5355	5360	GO:0005623	cell		cells
5717	5723	GO:0031672	A		band
5738	5743	GO:0005623	cell		cells
5846	5851	GO:0005623	cell	cells
5911	5919	GO:0003675	obsolete	protein
5941	5947	GO:0005623	cell	cells,
6071	6081	GO:0016020	membrane	membranes.
104	113	GO:0003823	antigen	binding
104	113	GO:0019815	B	cell
104	113	GO:0042571	immunoglobulin	complex,
212	219	GO:0003675	obsolete	protein
233	245	GO:0032502	developmental	process
379	383	GO:0005623	cell	cell
639	643	GO:0005623	cell	cell
726	738	GO:0051179	localization	localization
746	753	GO:0003675	obsolete	protein
942	949	GO:0005829	cytosol	cytosol
966	971	GO:0005623	cell	cells
1039	1051	GO:0032502	developmental	process
1415	1419	GO:0005623	cell	cell
1528	1534	GO:0005634	nucleus	nuclei
2106	2114	GO:0005829	cytosol	cytosol.
2170	2178	GO:0005829	cytosol	cytosol.
2481	2493	GO:0051179	localization	localization
2722	2727	GO:0005623	cell	cells
2759	2770	GO:0009844	obsolete	germination
2930	2937	GO:0005829	cytosol	cytosol
2973	2984	GO:0032502	developmental	process
2998	3003	GO:0005623	cell	cells
3070	3077	GO:0005829	cytosol	cytosol
3183	3188	GO:0005623	cell	cells
3386	3391	GO:0005623	cell	Cells
3495	3506	GO:0009844	obsolete	germination
3538	3545	GO:0005829	cytosol	cytosol
3590	3598	GO:0005634	nucleus	nucleus.
3620	3632	GO:0051179	localization	localization
3821	3830	GO:0003823	antigen	binding
3821	3830	GO:0019815	B	cell
3821	3830	GO:0042571	immunoglobulin	complex,
3879	3884	GO:0005623	cell	cells
4114	4119	GO:0005623	cell	cells
4139	4146	GO:0005829	cytosol	cytosol
4190	4195	GO:0005623	cell	cells
4241	4249	GO:0005829	cytosol	cytosol.
4320	4325	GO:0005623	cell	cells
4379	4390	GO:0009844	obsolete	germination
4552	4557	GO:0005623	cell	cells
5097	5110	GO:0051179	localization	localization,
