Start	End	Ontology	Ontology Term	Annotated Term
1481	1488	GO:0005488	binding		binding
2859	2864	GO:0030315	T-tubule	triad
3267	3273	GO:0030315	T-tubule	triad.
4013	4020	GO:0003675	obsolete	protein
4200	4213	GO:0044214	spanning	component
4200	4213	GO:0016021	integral	component
4214	4220	GO:0043495	protein		anchor
5365	5370	GO:0005488	binding		bound
500	507	GO:0003675	obsolete	protein
884	890	GO:0048788	cytoskeleton	of
990	994	GO:0019013	viral		nucleocapsid
1276	1283	GO:0005488	binding		binding
4364	4372	GO:0003675	obsolete	protein
4425	4432	GO:0003675	obsolete	protein
4505	4514	GO:0003675	obsolete	protein
4711	4720	GO:0003675	obsolete	protein
4749	4756	GO:0043495	protein		anchor
340	361	GO:0034701	tripeptidase	activity
877	885	GO:0003675	obsolete	protein
1438	1446	GO:0045292	mRNA		cis
2335	2346	GO:0032502	developmental	process
2786	2793	GO:0051235	maintenance	of
2812	2816	GO:0005623	cell		cell
2944	2957	GO:0016467	obsolete	hydrogen-translocating
2944	2957	GO:0016468	obsolete	sodium-translocating
2963	2970	GO:0003675	obsolete	protein
3655	3662	GO:0005488	binding		binding
4623	4630	GO:0003675	obsolete	protein
4764	4772	GO:0005202	obsolete	collagen
4906	4928	GO:0051405	obsolete	microbial
4906	4928	GO:0008133	obsolete	collagenase
5860	5867	GO:0005488	binding		binding
528	536	GO:0003675	obsolete	protein
597	601	GO:0019013	viral		nucleocapsid
808	815	GO:0003675	obsolete	protein
1194	1202	GO:0003675	obsolete	protein
1636	1645	GO:0003675	obsolete	protein
1727	1731	GO:0019013	viral		nucleocapsid
2029	2038	GO:0003675	obsolete	protein
2153	2157	GO:0019013	viral		nucleocapsid
2425	2432	GO:0003675	obsolete	protein
2817	2821	GO:0019013	viral		nucleocapsid
2845	2853	GO:0003675	obsolete	protein
3383	3391	GO:0003675	obsolete	protein
