Start	End	Ontology	Ontology Term	Annotated Term
33	44	GO:0032502	developmental	process
180	188	GO:0003675	obsolete	protein
209	224	GO:0010467	gene		expression
238	247	GO:0000785	chromatin	chromatin
368	377	GO:0003675	obsolete	protein
419	430	GO:0032502	developmental	process
622	634	GO:0032502	developmental	process
639	647	GO:0003675	obsolete	protein
814	823	GO:0009058	biosynthetic	process
1032	1044	GO:0000805	X		chromosome
1353	1364	GO:0032502	developmental	process
1439	1465	GO:0009048	dosage		compensation
1502	1510	GO:0003675	obsolete	protein
1531	1546	GO:0006323	DNA		packaging
1552	1562	GO:0000785	chromatin	chromatin,
1599	1607	GO:0003675	obsolete	protein
1615	1622	GO:0005634	nucleus		nucleus
1673	1689	GO:0010467	gene		expression
1749	1763	GO:0000803	sex		chromosome
1864	1873	GO:0003675	obsolete	protein
2005	2013	GO:0003675	obsolete	protein
2034	2038	GO:0005623	cell		cell
2217	2228	GO:0032502	developmental	process
2329	2341	GO:0000805	X		chromosome
2428	2440	GO:0000805	X		chromosome
3178	3195	GO:0016234	inclusion	body
3454	3464	GO:0005694	chromosome	chromosome
3791	3798	GO:0003675	obsolete	protein
3852	3859	GO:0003675	obsolete	protein
4077	4084	GO:0045292	mRNA		cis
4235	4248	GO:0000805	X		chromosome
4580	4589	GO:0000785	chromatin	chromatin
4648	4657	GO:0003675	obsolete	protein
4789	4798	GO:0000785	chromatin	chromatin
4834	4849	GO:0000792	heterochromatin	heterochromatin
4897	4911	GO:0033620	Mei2		nuclear
4897	4911	GO:1990251	Mmi1		nuclear
4897	4911	GO:0016604	nuclear		body
4996	5022	GO:0044728	DNA		methylation
5066	5081	GO:0010467	gene		expression
5114	5118	GO:0019013	viral		nucleocapsid
5242	5250	GO:0003675	obsolete	protein
5275	5288	GO:0006351	transcription,	DNA-templated
5448	5463	GO:0006351	transcription,	DNA-templated
5464	5474	GO:0065007	biological	regulation
5545	5552	GO:0003675	obsolete	protein
5570	5582	GO:0032502	developmental	process
5615	5622	GO:0003675	obsolete	protein
5636	5648	GO:0032502	developmental	process
5739	5745	GO:0005623	cell	cells,
5761	5766	GO:0005623	cell	cells
5836	5843	GO:0003675	obsolete	protein
5850	5855	GO:0005623	cell	cells
5903	5908	GO:0005623	cell	Cells
6060	6065	GO:0005623	cell	cells
6207	6212	GO:0005623	cell	cells
6441	6448	GO:0003675	obsolete	protein
6501	6516	GO:0010467	gene	expression
109	120	GO:0016049	cell	growth
649	656	GO:0003675	obsolete	protein
726	732	GO:0005623	cell	cells,
1234	1241	GO:0003675	obsolete	protein
1761	1769	GO:0003675	obsolete	protein
1836	1841	GO:0005623	cell	cells
1888	1894	GO:0040007	growth	Growth
1899	1910	GO:0032259	methylation	Methylation
1934	1939	GO:0005623	cell	Cells
1952	1957	GO:0005623	cell	cells
2164	2175	GO:0016049	cell	growth
2211	2215	GO:0005623	cell	cell
2368	2373	GO:0005623	cell	cells
2687	2692	GO:0005623	cell	cells
2697	2702	GO:0005623	cell	cells
2951	2956	GO:0005623	cell	cells
3144	3156	GO:0016049	cell	growth
3241	3251	GO:0007049	cell	cycle
3303	3308	GO:0005623	cell	cells
3372	3376	GO:0005623	cell	cell
3396	3406	GO:0007049	cell	cycle
3450	3455	GO:0005623	cell	cells
3548	3555	GO:0007067	mitotic	nuclear
3621	3626	GO:0005623	cell	cells
3687	3694	GO:0007067	mitotic	nuclear
3818	3825	GO:0007067	mitotic	nuclear
3928	3934	GO:0040007	growth	growth
3961	3966	GO:0005623	cell	cells
3981	4007	GO:0043065	positive	regulation
4020	4025	GO:0005623	cell	cells
4086	4095	GO:0097194	execution	phase
4086	4095	GO:0006915	apoptotic	process
4096	4101	GO:0005623	cell	cells
4179	4185	GO:0040007	growth	growth
4208	4213	GO:0005623	cell	cells
4252	4262	GO:0007049	cell	cycle
4297	4308	GO:0008219	cell	death
4388	4393	GO:0005623	cell	cells
4510	4516	GO:0040007	growth	growth
4599	4604	GO:0005623	cell	cells
4646	4650	GO:0005623	cell	cell
4794	4809	GO:0006306	DNA	methylation
5197	5202	GO:0005623	cell	cells
5243	5248	GO:0005623	cell	cells
5422	5428	GO:0005623	cell	cells,
5630	5634	GO:0005623	cell	cell
6043	6049	GO:0005623	cell	cells,
6059	6070	GO:0032259	methylation	methylation
6236	6243	GO:0003675	obsolete	protein
6248	6263	GO:0006306	DNA	methylation
6316	6322	GO:0005623	cell	cells.
6407	6414	GO:0003675	obsolete	protein
6428	6440	GO:0032502	developmental	process
6548	6552	GO:0005623	cell	cell
187	197	GO:0065007	biological	regulation
334	347	GO:0009793	embryo	development
334	347	GO:0009792	embryo	development
334	347	GO:0009790	embryo	development
562	575	GO:0006351	transcription,	DNA-templated
580	603	GO:0006415	translational	termination
604	611	GO:0023052	signaling	signals
706	717	GO:0032502	developmental	process
833	838	GO:0007618	mating	mated
833	838	GO:1990277	parasexual	conjugation
833	838	GO:0000747	conjugation	with
833	838	GO:0009291	unidirectional	conjugation
1730	1736	GO:0016265	death	death,
1909	1917	GO:0003823	antigen	binding
1909	1917	GO:0019815	B	cell
1909	1917	GO:0042571	immunoglobulin	complex,
2112	2119	GO:0042600	chorion	chorion
2413	2419	GO:0005634	nucleus	nuclei
2506	2521	GO:0000792	heterochromatin	heterochromatin
2750	2758	GO:0003823	antigen	binding
2750	2758	GO:0019815	B	cell
2750	2758	GO:0042571	immunoglobulin	complex,
3139	3146	GO:0042600	chorion	chorion
4142	4151	GO:0097194	execution	phase
4142	4151	GO:0006915	apoptotic	process
4152	4157	GO:0005623	cell	cells
4343	4352	GO:0097194	execution	phase
4343	4352	GO:0006915	apoptotic	process
4374	4379	GO:0005623	cell	cells
4397	4406	GO:0097194	execution	phase
4397	4406	GO:0006915	apoptotic	process
4530	4536	GO:0005623	cell	cells.
4554	4563	GO:0097194	execution	phase
4554	4563	GO:0006915	apoptotic	process
4783	4790	GO:0007067	mitotic	nuclear
4864	4871	GO:0007067	mitotic	nuclear
4927	4934	GO:0007067	mitotic	nuclear
4935	4940	GO:0005623	cell	cells
5244	5250	GO:0040007	growth	growth
5291	5296	GO:0005623	cell	cells
5351	5358	GO:0007067	mitotic	nuclear
5375	5379	GO:0005623	cell	cell
5418	5427	GO:0003823	antigen	binding
5418	5427	GO:0019815	B	cell
5418	5427	GO:0042571	immunoglobulin	complex,
5495	5502	GO:0007067	mitotic	nuclear
6465	6470	GO:0005623	cell	cells
6671	6676	GO:0005623	cell	cells
6960	6968	GO:0003823	antigen	binding
6960	6968	GO:0019815	B	cell
6960	6968	GO:0042571	immunoglobulin	complex,
7096	7101	GO:0005623	cell	cells
772	791	GO:0001835	blastocyst	hatching
801	815	GO:0035805	egg	coat
1280	1284	GO:0005623	cell	cell
1400	1413	GO:0007369	gastrulation	gastrulation.
1490	1499	GO:0009058	biosynthetic	process
2358	2369	GO:0007610	behavior	behavioural
2587	2612	GO:0009048	dosage	compensation
2759	2800	GO:0060817	inactivation	of
3262	3270	GO:0003675	obsolete	protein
3988	3997	GO:0003823	antigen	binding
3988	3997	GO:0019815	B	cell
3988	3997	GO:0042571	immunoglobulin	complex,
4135	4139	GO:0005623	cell	cell
4340	4345	GO:0005623	cell	cells
4422	4427	GO:0005623	cell	cells
4802	4807	GO:0005623	cell	cells
5203	5214	GO:0005694	chromosome	chromosome)
5366	5373	GO:0003675	obsolete	protein
5383	5395	GO:0032502	developmental	process
5470	5477	GO:0003675	obsolete	protein
5490	5495	GO:0005623	cell	cells
5566	5571	GO:0005623	cell	Cells
5584	5589	GO:0005623	cell	cells
5785	5791	GO:0005623	cell	cells,
5843	5849	GO:0040007	growth	growth
5875	5880	GO:0005623	cell	cells
5979	5984	GO:0005623	cell	cells
6035	6044	GO:0097194	execution	phase
6035	6044	GO:0006915	apoptotic	process
6085	6090	GO:0005623	cell	cells
6291	6296	GO:0005623	cell	cells
15	22	GO:0003675	obsolete	protein
81	88	GO:0003675	obsolete	protein
143	166	GO:0042981	regulation	of
